Book_ID,Book_Title,Author,Genre,Customer_ID,Age,Gender,Country,Income_Level,Price,Quantity,Cost,Sales,Profit,Profit_Margin (%),Purchase_Date
212,Business Strategy,Jessica Taylor,Business,65919,39,Female,UK,Medium,89.13,1,39.59,89.13,49.54,55.59,2024-05-18
213,Management Skills,Emily Davis,Leadership,33000,46,Female,UK,High,84.22,3,57.46,252.66,80.27,31.77,2023-02-05
214,Business Strategy,Jessica Taylor,Finance,92982,32,Female,USA,Medium,99.37,7,77.45,695.59,153.44,22.06,2025-06-08
215,Marketing 101,Jessica Taylor,Marketing,95240,38,Female,Canada,Medium,20.9,8,8.53,167.2,98.98,59.2,2024-02-10
216,Management Skills,Emily Davis,Leadership,81891,38,Male,Germany,Low,23.76,2,11.08,47.52,25.37,53.38,2024-06-14
217,Corporate Success,Sarah Johnson,Marketing,68234,44,Male,UK,High,68.2,8,54.41,545.6,110.29,20.21,2025-01-20
218,Digital Marketing,Michael Brown,Business,11916,29,Male,UK,High,90.02,5,44.37,450.1,228.25,50.71,2023-01-05
219,Marketing 101,Sarah Johnson,Business,15217,46,Male,USA,Low,57.68,7,43.03,403.76,102.58,25.41,2023-04-03
220,Financial Freedom,Robert Wilson,Business,79051,27,Male,UK,High,98.51,2,63.5,197.02,70.03,35.54,2024-06-12
221,Corporate Success,Robert Wilson,Finance,38657,22,Male,USA,Low,83.27,2,62.09,166.54,42.37,25.44,2025-01-03
222,Business Strategy,John Smith,Marketing,27709,57,Female,Canada,Medium,60.52,2,30.46,121.04,60.12,49.67,2024-09-30
223,Leadership Secrets,Emily Davis,Leadership,58812,46,Male,UK,High,88.13,7,55.12,616.91,231.1,37.46,2025-09-14
224,Digital Marketing,Robert Wilson,Leadership,15926,32,Male,Canada,High,27.03,9,11.47,243.27,140.04,57.57,2025-03-15
225,Business Strategy,Emily Davis,Finance,18839,56,Female,Australia,Low,28.96,2,20.23,57.92,17.47,30.16,2024-06-14
226,Marketing 101,Jessica Taylor,Finance,76908,54,Female,USA,Low,87.04,7,38.47,609.28,339.97,55.8,2025-01-29
227,Digital Marketing,Emily Davis,Marketing,11118,34,Female,Germany,Medium,47.26,3,33.92,141.78,40.03,28.24,2024-02-03
228,Management Skills,Robert Wilson,Business,77524,47,Male,Canada,Low,57.47,3,35.1,172.41,67.11,38.92,2024-07-08
229,Marketing 101,Michael Brown,Leadership,12802,36,Male,Canada,High,24.35,8,17.36,194.8,55.93,28.71,2023-04-03
230,Management Skills,Jessica Taylor,Business,89718,58,Female,USA,Low,51.15,1,34.46,51.15,16.69,32.62,2023-09-17
231,Management Skills,Sarah Johnson,Marketing,35907,48,Female,USA,High,31.49,1,19.92,31.49,11.57,36.74,2025-11-04
232,Management Skills,John Smith,Business,12937,52,Male,Germany,High,84.66,5,48.66,423.3,180.01,42.53,2025-04-05
233,Financial Freedom,John Smith,Business,54112,22,Male,Australia,Low,72.34,7,48.51,506.38,166.78,32.94,2025-04-03
234,Business Strategy,Michael Brown,Business,88569,68,Female,Canada,High,99.24,6,77.01,595.44,133.41,22.4,2025-04-15
235,Leadership Secrets,Sarah Johnson,Leadership,57798,59,Female,Germany,Low,35.44,9,20.37,318.96,135.61,42.52,2025-09-27
236,Business Strategy,John Smith,Business,72773,26,Male,Germany,High,75.66,6,39.33,453.96,217.97,48.01,2023-11-25
237,Leadership Secrets,John Smith,Business,94556,19,Male,UK,Medium,20.36,3,15.48,61.08,14.63,23.96,2025-04-03
238,Corporate Success,Emily Davis,Finance,87692,53,Female,Canada,Medium,17.25,9,7.55,155.25,87.33,56.25,2023-05-28
239,Business Strategy,Sarah Johnson,Leadership,47759,47,Female,Australia,High,72.54,3,45.78,217.62,80.27,36.88,2023-10-28
240,Startup Guide,Robert Wilson,Finance,70261,47,Male,Canada,High,92.34,1,51.17,92.34,41.17,44.58,2024-06-20
241,Entrepreneur Mindset,John Smith,Finance,38212,23,Male,Canada,Low,50.95,1,25.58,50.95,25.37,49.79,2023-11-22
242,Corporate Success,Sarah Johnson,Leadership,90241,50,Female,USA,Low,81.02,7,41.8,567.14,274.54,48.41,2023-08-18
243,Marketing 101,Sarah Johnson,Leadership,82757,45,Female,Germany,Medium,43.91,8,27.04,351.28,134.96,38.42,2024-08-31
244,Entrepreneur Mindset,Robert Wilson,Business,13098,69,Female,Germany,High,86.76,9,38.06,780.84,438.27,56.13,2024-06-16
245,Digital Marketing,Michael Brown,Finance,55702,38,Female,USA,Medium,72.48,4,56.99,289.92,61.95,21.37,2025-08-08
246,Investment Basics,Sarah Johnson,Business,98695,47,Female,USA,High,61.67,6,25.83,370.02,215.01,58.11,2025-08-20
247,Management Skills,Robert Wilson,Finance,93354,47,Male,UK,High,21.51,9,13.1,193.59,75.65,39.08,2023-05-21
248,Corporate Success,Robert Wilson,Business,24001,20,Male,USA,Low,47.78,3,31.11,143.34,50.01,34.89,2023-06-29
249,Entrepreneur Mindset,Emily Davis,Marketing,98292,64,Female,UK,Low,58.26,9,36.96,524.34,191.74,36.57,2024-03-18
250,Startup Guide,Robert Wilson,Leadership,21581,48,Female,Australia,Medium,83.91,4,45.92,335.64,151.98,45.28,2023-05-25
251,Entrepreneur Mindset,Robert Wilson,Leadership,73192,64,Male,Canada,Low,63.05,9,39.7,567.45,210.18,37.04,2025-06-28
252,Entrepreneur Mindset,Robert Wilson,Finance,72612,40,Female,Germany,High,27.97,6,22.08,167.82,35.34,21.06,2024-01-22
253,Startup Guide,Robert Wilson,Business,65866,34,Male,Canada,High,81.35,3,35.7,244.05,136.96,56.12,2024-04-22
254,Financial Freedom,Sarah Johnson,Business,93003,32,Male,Canada,Medium,81.89,6,33.97,491.34,287.53,58.52,2023-02-21
255,Startup Guide,Robert Wilson,Marketing,20235,54,Male,Germany,Low,54.7,7,22.29,382.9,226.9,59.26,2025-01-23
256,Management Skills,Robert Wilson,Marketing,34307,25,Female,UK,Low,18.33,6,10.08,109.98,49.47,44.98,2024-07-31
257,Startup Guide,Emily Davis,Leadership,70527,50,Male,Germany,High,90.98,8,58.78,727.84,257.61,35.39,2023-07-16
258,Marketing 101,Robert Wilson,Marketing,54872,24,Male,Australia,High,92.25,6,73.11,553.5,114.85,20.75,2024-03-17
259,Financial Freedom,Sarah Johnson,Finance,22660,30,Male,USA,Medium,96.59,5,57.68,482.95,194.53,40.28,2024-07-03
260,Investment Basics,Robert Wilson,Finance,44905,45,Male,Germany,Medium,10.35,4,7.2,41.4,12.59,30.42,2023-08-13
261,Startup Guide,Michael Brown,Marketing,23635,55,Male,Canada,High,40.97,2,21.69,81.94,38.56,47.06,2023-01-25
262,Startup Guide,Robert Wilson,Finance,82496,52,Male,UK,High,96.57,6,75.3,579.42,127.64,22.03,2024-02-18
263,Corporate Success,Michael Brown,Leadership,57991,43,Female,UK,Medium,53.14,8,36.65,425.12,131.92,31.03,2025-02-24
264,Marketing 101,Robert Wilson,Finance,83299,43,Male,USA,High,71.58,8,30.45,572.64,329.01,57.45,2024-09-05
265,Marketing 101,Emily Davis,Business,13941,20,Female,Germany,Low,81.49,5,35.01,407.45,232.41,57.04,2024-06-22
266,Startup Guide,John Smith,Finance,78979,35,Male,USA,Medium,14.89,3,10.67,44.67,12.66,28.35,2024-01-14
267,Financial Freedom,John Smith,Leadership,63957,54,Female,UK,High,80.59,8,51.32,644.72,234.12,36.31,2024-12-13
268,Investment Basics,John Smith,Leadership,71194,27,Male,USA,Medium,49.93,1,36.46,49.93,13.47,26.98,2023-09-16
269,Marketing 101,Michael Brown,Leadership,88968,52,Female,UK,High,57.71,4,27.48,230.84,120.91,52.38,2023-03-26
270,Digital Marketing,Sarah Johnson,Leadership,35349,38,Male,Germany,High,17.73,6,13.19,106.38,27.23,25.59,2023-06-04
271,Startup Guide,Jessica Taylor,Marketing,33797,55,Male,USA,Medium,28.13,9,21.97,253.17,55.45,21.9,2024-01-15
272,Leadership Secrets,John Smith,Finance,71973,50,Female,USA,High,10.66,9,7.36,95.94,29.69,30.94,2024-08-23
273,Marketing 101,Robert Wilson,Finance,10432,18,Male,UK,Low,58.89,2,35.41,117.78,46.96,39.87,2025-06-09
274,Business Strategy,Jessica Taylor,Leadership,10933,37,Male,Australia,Low,90.86,3,62.9,272.58,83.87,30.77,2023-05-03
275,Corporate Success,Emily Davis,Finance,10722,23,Female,Germany,Medium,93.95,9,55.3,845.55,347.83,41.14,2025-11-14
276,Startup Guide,John Smith,Leadership,13043,51,Female,USA,High,27.25,8,14.42,218.0,102.61,47.07,2025-12-06
277,Investment Basics,Jessica Taylor,Marketing,96821,66,Male,USA,Low,84.83,6,43.49,508.98,248.04,48.73,2023-09-15
278,Digital Marketing,Robert Wilson,Leadership,93860,58,Female,UK,Low,51.5,9,27.99,463.5,211.62,45.66,2025-12-16
279,Financial Freedom,Emily Davis,Marketing,35586,64,Female,USA,Medium,36.62,4,26.64,146.48,39.93,27.26,2023-12-24
280,Marketing 101,Robert Wilson,Business,16178,51,Female,Germany,High,79.98,4,57.71,319.92,89.09,27.85,2024-10-12
281,Leadership Secrets,John Smith,Business,85851,22,Female,USA,High,21.12,2,10.72,42.24,20.81,49.26,2024-04-23
282,Investment Basics,Robert Wilson,Leadership,13770,56,Male,Australia,High,59.67,5,42.51,298.35,85.82,28.76,2023-07-02
283,Business Strategy,Jessica Taylor,Business,12015,64,Male,USA,Medium,91.01,4,71.97,364.04,76.17,20.92,2025-08-31
284,Corporate Success,Michael Brown,Marketing,67327,59,Male,Germany,Low,28.96,1,11.69,28.96,17.27,59.62,2025-07-30
285,Digital Marketing,John Smith,Marketing,36852,46,Female,Germany,Medium,44.31,6,28.29,265.86,96.14,36.16,2025-06-02
286,Entrepreneur Mindset,John Smith,Business,87549,43,Female,Australia,High,19.78,2,10.21,39.56,19.15,48.41,2024-11-04
287,Management Skills,John Smith,Business,79069,35,Male,UK,Medium,85.71,9,51.0,771.39,312.42,40.5,2025-01-13
288,Startup Guide,Emily Davis,Leadership,49040,47,Female,Germany,Medium,52.33,9,40.48,470.97,106.68,22.65,2024-05-18
289,Financial Freedom,John Smith,Leadership,38202,63,Female,UK,Medium,20.83,2,10.38,41.66,20.9,50.18,2023-03-22
290,Financial Freedom,John Smith,Business,45354,18,Female,USA,High,64.39,4,33.05,257.56,125.37,48.68,2025-05-03
291,Marketing 101,Robert Wilson,Finance,43851,30,Female,Canada,Low,50.24,8,38.55,401.92,93.49,23.26,2023-04-04
292,Investment Basics,Michael Brown,Finance,68798,26,Female,Germany,High,44.52,7,29.75,311.64,103.41,33.18,2023-10-24
293,Marketing 101,Robert Wilson,Leadership,47192,23,Male,Germany,Low,85.9,1,66.38,85.9,19.52,22.72,2023-10-10
294,Marketing 101,Michael Brown,Business,18459,36,Male,Germany,Low,83.66,9,43.45,752.94,361.9,48.07,2023-08-08
295,Startup Guide,Emily Davis,Business,85077,69,Female,UK,Low,71.72,9,52.05,645.48,177.0,27.42,2025-07-27
296,Corporate Success,Sarah Johnson,Marketing,97235,68,Male,UK,High,40.53,5,17.7,202.65,114.17,56.34,2024-01-19
297,Management Skills,John Smith,Leadership,14259,32,Female,UK,High,97.69,3,75.73,293.07,65.89,22.48,2024-08-10
298,Marketing 101,Emily Davis,Leadership,41315,35,Female,UK,Low,78.59,6,45.82,471.54,196.64,41.7,2024-03-09
299,Entrepreneur Mindset,Emily Davis,Finance,74586,28,Male,Germany,Medium,97.24,9,72.63,875.16,221.49,25.31,2025-12-20
300,Entrepreneur Mindset,Jessica Taylor,Marketing,35884,29,Male,UK,Low,77.44,7,51.6,542.08,180.86,33.36,2023-01-06
301,Startup Guide,Jessica Taylor,Leadership,42458,37,Male,USA,High,33.84,3,19.53,101.52,42.92,42.28,2024-06-28
302,Startup Guide,Michael Brown,Finance,41009,24,Female,UK,Medium,77.02,6,42.16,462.12,209.16,45.26,2024-06-11
303,Management Skills,Emily Davis,Finance,19511,18,Male,Australia,Medium,98.72,4,50.6,394.88,192.47,48.74,2023-06-23
304,Business Strategy,Michael Brown,Leadership,17758,53,Male,UK,High,88.08,3,53.47,264.24,103.82,39.29,2023-04-27
305,Investment Basics,John Smith,Business,28966,27,Male,Australia,Low,13.35,2,6.78,26.7,13.14,49.21,2023-11-22
306,Investment Basics,Sarah Johnson,Marketing,77051,66,Male,USA,High,52.37,5,26.87,261.85,127.52,48.7,2023-12-20
307,Entrepreneur Mindset,John Smith,Business,27076,60,Male,USA,Medium,80.2,3,64.04,240.6,48.48,20.15,2023-05-30
308,Entrepreneur Mindset,Jessica Taylor,Marketing,18801,27,Male,UK,High,73.16,2,38.22,146.32,69.88,47.76,2023-10-30
309,Startup Guide,Robert Wilson,Marketing,32553,67,Male,USA,Low,28.84,5,21.22,144.2,38.09,26.42,2024-08-31
310,Leadership Secrets,Michael Brown,Finance,60910,18,Female,UK,Low,72.01,1,55.02,72.01,16.99,23.59,2025-06-06
311,Startup Guide,Jessica Taylor,Finance,44847,26,Male,UK,High,35.57,1,15.04,35.57,20.53,57.71,2023-12-14
312,Business Strategy,John Smith,Finance,62668,52,Female,USA,High,19.6,3,10.37,58.8,27.7,47.11,2024-03-31
313,Leadership Secrets,Emily Davis,Marketing,71374,42,Female,Germany,Low,83.74,7,42.15,586.18,291.15,49.67,2024-09-16
314,Business Strategy,Emily Davis,Marketing,55083,29,Male,USA,Medium,90.28,5,62.47,451.4,139.05,30.8,2024-01-27
315,Leadership Secrets,Emily Davis,Business,47887,27,Male,UK,Medium,68.48,4,36.47,273.92,128.06,46.75,2023-01-13
316,Leadership Secrets,Emily Davis,Finance,55470,42,Male,USA,Low,64.85,7,47.47,453.95,121.67,26.8,2024-10-28
317,Business Strategy,Jessica Taylor,Leadership,29304,46,Female,Australia,High,96.65,6,68.3,579.9,170.07,29.33,2025-12-10
318,Management Skills,Sarah Johnson,Business,73105,59,Male,Canada,Low,49.12,6,29.62,294.72,116.99,39.7,2025-12-29
319,Marketing 101,John Smith,Marketing,29744,35,Female,USA,High,75.91,7,47.62,531.37,198.05,37.27,2024-09-14
320,Digital Marketing,Robert Wilson,Business,61811,32,Male,Australia,High,16.69,7,7.97,116.83,61.06,52.26,2024-12-10
321,Entrepreneur Mindset,John Smith,Business,88912,60,Male,Germany,Low,68.13,8,52.4,545.04,125.88,23.1,2024-03-12
322,Management Skills,Jessica Taylor,Marketing,11808,47,Female,Canada,High,94.01,2,38.36,188.02,111.3,59.19,2023-02-23
323,Management Skills,Sarah Johnson,Finance,62813,18,Male,USA,Medium,43.64,5,22.58,218.2,105.29,48.26,2024-12-02
324,Financial Freedom,Robert Wilson,Leadership,10141,40,Female,UK,Low,28.84,8,14.33,230.72,116.07,50.31,2024-12-25
325,Investment Basics,Sarah Johnson,Business,16918,67,Male,UK,Low,94.04,4,38.82,376.16,220.89,58.72,2023-01-15
326,Leadership Secrets,Emily Davis,Finance,86552,31,Male,USA,High,38.71,9,23.79,348.39,134.24,38.53,2023-02-08
327,Startup Guide,Robert Wilson,Leadership,73030,34,Female,Canada,High,28.56,6,17.51,171.36,66.3,38.69,2023-09-20
328,Management Skills,John Smith,Marketing,70664,60,Female,Germany,High,88.01,5,70.23,440.05,88.9,20.2,2024-04-23
329,Management Skills,Michael Brown,Business,72554,64,Male,Australia,Low,68.93,3,51.02,206.79,53.73,25.99,2025-12-18
330,Leadership Secrets,Michael Brown,Finance,11981,20,Female,UK,High,20.53,6,10.64,123.18,59.35,48.18,2023-01-27
331,Business Strategy,John Smith,Marketing,81952,29,Male,Germany,Medium,56.95,7,25.04,398.65,223.38,56.04,2024-05-15
332,Digital Marketing,Jessica Taylor,Business,87550,41,Female,Germany,Medium,30.67,5,19.71,153.35,54.81,35.74,2023-06-03
333,Investment Basics,Michael Brown,Marketing,22103,26,Female,Germany,Medium,25.33,7,17.09,177.31,57.65,32.51,2023-06-23
334,Startup Guide,Robert Wilson,Leadership,35903,66,Male,Canada,High,83.02,9,57.33,747.18,231.17,30.94,2025-12-05
335,Entrepreneur Mindset,Emily Davis,Leadership,60411,46,Female,Germany,Medium,28.85,8,21.15,230.8,61.58,26.68,2023-08-30
336,Startup Guide,Emily Davis,Finance,14622,57,Female,USA,Medium,50.09,1,32.09,50.09,18.0,35.93,2024-06-23
337,Financial Freedom,Jessica Taylor,Leadership,34199,32,Male,UK,Medium,53.62,8,33.23,428.96,163.1,38.02,2024-01-08
338,Investment Basics,Sarah Johnson,Business,65629,27,Female,Germany,Low,11.26,2,4.63,22.52,13.25,58.85,2025-04-15
339,Digital Marketing,John Smith,Finance,76258,69,Male,Germany,High,62.85,9,45.15,565.65,159.32,28.17,2025-10-17
340,Entrepreneur Mindset,Michael Brown,Finance,75925,68,Female,UK,High,74.44,4,30.91,297.76,174.14,58.48,2025-10-28
341,Management Skills,Michael Brown,Finance,99431,56,Female,Germany,High,61.56,7,41.37,430.92,141.33,32.8,2025-01-21
342,Financial Freedom,Jessica Taylor,Business,86354,52,Male,Germany,Medium,88.2,8,48.2,705.6,320.03,45.36,2024-02-21
343,Corporate Success,John Smith,Finance,85808,35,Male,Canada,Low,56.18,1,25.31,56.18,30.87,54.94,2025-05-03
344,Digital Marketing,Emily Davis,Business,21301,40,Male,Germany,Medium,55.42,1,42.54,55.42,12.88,23.25,2023-05-02
345,Investment Basics,Jessica Taylor,Business,36944,24,Female,USA,Low,40.97,8,29.72,327.76,90.02,27.46,2024-02-28
346,Digital Marketing,Michael Brown,Finance,70095,66,Female,UK,Medium,88.8,6,48.31,532.8,242.96,45.6,2023-10-01
347,Startup Guide,Robert Wilson,Marketing,66049,26,Female,Canada,High,65.86,8,28.46,526.88,299.23,56.79,2024-03-04
348,Management Skills,Robert Wilson,Leadership,20331,60,Male,USA,Medium,66.68,8,49.47,533.44,137.68,25.81,2025-01-14
349,Management Skills,Jessica Taylor,Business,69005,49,Female,Germany,High,91.33,3,46.81,273.99,133.56,48.75,2025-06-03
350,Corporate Success,Sarah Johnson,Business,17570,56,Male,UK,High,36.69,2,23.15,73.38,27.08,36.91,2024-03-13
351,Leadership Secrets,John Smith,Marketing,15555,51,Female,USA,Medium,52.55,4,23.75,210.2,115.2,54.8,2025-09-30
352,Corporate Success,Jessica Taylor,Finance,77524,19,Male,Australia,Medium,35.96,3,24.75,107.88,33.62,31.17,2023-04-09
353,Investment Basics,Jessica Taylor,Business,98189,36,Female,UK,High,93.38,7,42.11,653.66,358.9,54.91,2025-10-04
354,Business Strategy,Robert Wilson,Leadership,12985,67,Male,USA,High,32.59,8,25.88,260.72,53.65,20.58,2025-07-03
355,Financial Freedom,Jessica Taylor,Leadership,41886,56,Male,Germany,High,30.59,4,21.64,122.36,35.81,29.27,2024-02-14
356,Digital Marketing,John Smith,Finance,30995,36,Male,Australia,Medium,19.84,5,13.86,99.2,29.92,30.16,2025-04-08
357,Financial Freedom,Michael Brown,Finance,20700,69,Female,Australia,High,48.52,7,25.02,339.64,164.51,48.44,2025-11-03
358,Entrepreneur Mindset,Michael Brown,Marketing,74892,29,Female,Germany,Medium,41.64,4,29.5,166.56,48.55,29.15,2024-11-16
359,Financial Freedom,Michael Brown,Leadership,32608,54,Female,Germany,High,43.69,6,29.82,262.14,83.2,31.74,2023-04-27
360,Leadership Secrets,Sarah Johnson,Leadership,69267,35,Female,Canada,Medium,72.38,5,42.54,361.9,149.22,41.23,2024-05-22
361,Business Strategy,Robert Wilson,Leadership,67563,26,Male,Germany,Medium,82.1,5,59.17,410.5,114.67,27.94,2025-07-16
362,Digital Marketing,Michael Brown,Marketing,88563,30,Male,Germany,High,48.91,7,29.91,342.37,132.97,38.84,2023-09-22
363,Financial Freedom,Jessica Taylor,Finance,34883,43,Female,UK,Low,69.02,5,42.08,345.1,134.68,39.03,2025-06-19
364,Financial Freedom,Michael Brown,Finance,19914,62,Male,Canada,High,72.74,8,51.8,581.92,167.55,28.79,2024-05-24
365,Corporate Success,Jessica Taylor,Business,94947,67,Female,Canada,High,88.28,2,56.06,176.56,64.44,36.5,2023-08-07
366,Leadership Secrets,Sarah Johnson,Marketing,11499,49,Male,Australia,High,74.36,8,49.92,594.88,195.53,32.87,2023-03-22
367,Startup Guide,Robert Wilson,Business,49555,42,Male,Canada,Low,62.74,9,29.49,564.66,299.29,53.0,2023-04-30
368,Business Strategy,John Smith,Business,35180,62,Male,Canada,High,37.83,9,16.33,340.47,193.46,56.82,2023-08-04
369,Leadership Secrets,Jessica Taylor,Finance,31911,25,Female,UK,High,64.01,2,47.4,128.02,33.21,25.94,2023-05-01
370,Corporate Success,Jessica Taylor,Business,94021,18,Male,Germany,High,96.11,3,45.49,288.33,151.85,52.67,2023-04-01
371,Startup Guide,Sarah Johnson,Business,50485,63,Female,USA,High,42.74,8,29.92,341.92,102.55,29.99,2024-06-04
372,Startup Guide,Michael Brown,Leadership,68717,49,Female,Germany,Medium,96.62,6,64.16,579.72,194.76,33.6,2023-08-30
373,Digital Marketing,Robert Wilson,Marketing,76394,48,Female,UK,High,68.26,8,47.91,546.08,162.82,29.82,2024-09-30
374,Startup Guide,Robert Wilson,Leadership,81797,65,Female,UK,High,58.06,4,36.74,232.24,85.27,36.72,2023-04-18
375,Leadership Secrets,Robert Wilson,Finance,13967,40,Male,Canada,High,54.58,8,24.12,436.64,243.7,55.81,2025-05-02
376,Corporate Success,John Smith,Marketing,27849,37,Male,Germany,Low,31.69,7,12.82,221.83,132.1,59.55,2025-12-30
377,Business Strategy,Emily Davis,Business,50469,46,Female,Germany,Low,75.84,7,48.79,530.88,189.34,35.66,2023-01-28
378,Startup Guide,John Smith,Leadership,39301,45,Female,Australia,Low,35.36,7,21.43,247.52,97.48,39.38,2023-07-02
379,Startup Guide,John Smith,Leadership,43944,42,Female,Germany,Medium,23.06,9,10.28,207.54,114.99,55.41,2025-05-12
380,Startup Guide,Emily Davis,Finance,77853,50,Male,Canada,Low,17.63,1,13.61,17.63,4.02,22.8,2024-09-27
381,Leadership Secrets,Sarah Johnson,Business,76397,28,Male,Australia,Medium,40.47,7,32.1,283.29,58.59,20.68,2024-03-03
382,Corporate Success,Sarah Johnson,Marketing,95815,68,Female,UK,Low,63.37,7,28.17,443.59,246.37,55.54,2024-03-13
383,Management Skills,Robert Wilson,Leadership,34333,38,Female,Australia,Medium,47.94,4,21.86,191.76,104.3,54.39,2024-05-19
384,Investment Basics,Jessica Taylor,Business,80525,43,Male,Germany,Low,14.87,2,10.86,29.74,8.03,26.98,2024-08-27
385,Corporate Success,John Smith,Leadership,35969,38,Male,UK,Low,47.01,8,27.39,376.08,156.94,41.73,2025-05-06
386,Startup Guide,Emily Davis,Marketing,47808,66,Male,Canada,Low,51.78,1,23.43,51.78,28.35,54.75,2025-11-27
387,Financial Freedom,Jessica Taylor,Marketing,76599,51,Male,Australia,High,48.67,1,22.24,48.67,26.43,54.31,2024-08-23
388,Marketing 101,Emily Davis,Business,83442,65,Male,Germany,Medium,54.64,4,26.18,218.56,113.84,52.09,2024-05-26
389,Leadership Secrets,Jessica Taylor,Leadership,58877,40,Female,Canada,High,51.69,9,28.09,465.21,212.37,45.65,2023-05-15
390,Marketing 101,Emily Davis,Finance,91930,59,Male,Germany,Medium,79.99,7,54.95,559.93,175.31,31.31,2024-12-21
391,Entrepreneur Mindset,Jessica Taylor,Leadership,80326,52,Male,USA,Low,92.68,7,54.47,648.76,267.47,41.23,2023-09-05
392,Business Strategy,John Smith,Finance,60116,56,Female,Canada,Low,13.97,4,5.87,55.88,32.39,57.97,2024-08-06
393,Investment Basics,Sarah Johnson,Leadership,80136,44,Female,USA,High,79.1,5,40.95,395.5,190.73,48.22,2024-07-10
394,Investment Basics,Robert Wilson,Marketing,78541,69,Female,Germany,Medium,17.02,3,9.32,51.06,23.11,45.25,2023-11-17
395,Marketing 101,Michael Brown,Marketing,66397,44,Male,Canada,High,37.18,5,15.58,185.9,107.99,58.09,2023-08-13
396,Business Strategy,Michael Brown,Leadership,27930,21,Male,USA,Medium,64.95,6,36.31,389.7,171.86,44.1,2023-08-27
397,Business Strategy,Robert Wilson,Finance,81834,60,Female,Australia,Medium,99.13,9,53.04,892.17,414.84,46.5,2025-01-29
398,Investment Basics,Sarah Johnson,Marketing,20819,42,Female,UK,Low,67.04,1,40.35,67.04,26.69,39.81,2024-08-29
399,Financial Freedom,Jessica Taylor,Leadership,75043,64,Male,USA,High,19.66,8,9.9,157.28,78.04,49.62,2023-08-09
400,Entrepreneur Mindset,Emily Davis,Finance,32950,21,Male,USA,Medium,70.26,1,37.98,70.26,32.28,45.95,2023-12-21
401,Entrepreneur Mindset,Jessica Taylor,Finance,77404,63,Female,Germany,High,91.7,1,53.77,91.7,37.93,41.37,2024-01-13
402,Startup Guide,Sarah Johnson,Finance,88219,54,Female,Australia,Low,58.82,2,46.18,117.64,25.29,21.5,2024-09-05
403,Marketing 101,John Smith,Business,46118,48,Male,USA,Low,58.4,6,35.45,350.4,137.68,39.29,2023-12-07
404,Corporate Success,Jessica Taylor,Business,44998,64,Male,Germany,High,61.4,5,26.64,307.0,173.78,56.61,2023-09-21
405,Management Skills,Jessica Taylor,Business,40064,36,Male,Germany,Low,12.31,1,9.62,12.31,2.69,21.88,2024-02-28
406,Business Strategy,Michael Brown,Business,85138,62,Female,Australia,Medium,64.72,2,35.49,129.44,58.46,45.17,2024-07-22
407,Financial Freedom,Michael Brown,Leadership,53360,26,Male,UK,High,70.94,4,36.2,283.76,138.97,48.97,2024-01-07
408,Startup Guide,Jessica Taylor,Leadership,75798,49,Female,Australia,Medium,13.95,4,6.04,55.8,31.65,56.73,2024-11-05
409,Marketing 101,John Smith,Finance,95418,55,Male,Germany,Low,41.56,1,23.46,41.56,18.1,43.55,2025-04-08
410,Financial Freedom,Emily Davis,Business,75162,67,Male,USA,High,63.99,7,33.81,447.93,211.24,47.16,2025-12-10
411,Management Skills,Emily Davis,Leadership,55768,18,Female,UK,Medium,91.18,4,42.08,364.72,196.41,53.85,2025-06-15
412,Business Strategy,Michael Brown,Business,76071,50,Female,UK,High,95.46,1,68.17,95.46,27.29,28.59,2024-11-09
413,Corporate Success,Michael Brown,Finance,79826,54,Female,UK,Low,28.98,9,12.33,260.82,149.87,57.46,2024-04-04
414,Digital Marketing,Sarah Johnson,Business,51220,38,Male,USA,Low,22.49,9,14.49,202.41,72.01,35.58,2023-01-17
415,Leadership Secrets,Michael Brown,Business,59535,69,Female,Australia,High,94.41,8,55.22,755.28,313.52,41.51,2024-08-04
416,Corporate Success,John Smith,Business,76921,66,Male,Canada,Medium,36.94,4,18.38,147.76,74.26,50.25,2025-10-23
417,Corporate Success,John Smith,Leadership,46633,34,Male,Germany,Low,73.22,6,58.27,439.32,89.7,20.42,2023-08-19
418,Financial Freedom,Robert Wilson,Finance,13189,23,Male,UK,High,18.22,4,12.97,72.88,20.98,28.79,2025-08-08
419,Marketing 101,Sarah Johnson,Finance,45699,28,Male,Germany,Medium,24.45,6,12.32,146.7,72.81,49.63,2024-08-30
420,Marketing 101,John Smith,Marketing,87631,53,Male,Germany,Low,52.88,3,28.03,158.64,74.55,46.99,2023-01-08
421,Business Strategy,John Smith,Business,24804,19,Female,UK,Medium,33.59,8,14.29,268.72,154.44,57.47,2025-03-14
422,Entrepreneur Mindset,Michael Brown,Finance,68612,39,Female,USA,Medium,36.03,4,18.6,144.12,69.72,48.38,2025-07-17
423,Leadership Secrets,Emily Davis,Business,11482,50,Male,Canada,Low,54.98,4,32.37,219.92,90.45,41.13,2024-01-27
424,Investment Basics,Robert Wilson,Finance,29913,61,Male,Australia,Medium,36.34,7,16.68,254.38,137.59,54.09,2023-12-07
425,Leadership Secrets,Robert Wilson,Leadership,49464,29,Male,Germany,High,44.45,4,30.53,177.8,55.67,31.31,2025-05-26
426,Corporate Success,Robert Wilson,Marketing,76327,69,Female,Germany,High,93.61,3,71.39,280.83,66.65,23.73,2023-11-30
