Book,Author,Units_Sold,Price_per_Unit,Age_Group,Gender,Country,Customer_Type,Total_Sales,Cost_per_Unit,Total_Cost,Profit,Profit_Margin (%)
Grokking Deep Learning - Trask,David Foster,16,56.6,46-60,Female,USA,Researcher,905.6,37.12611635903582,594.0178617445731,311.5821382554269,34.4061548426929
Fundamentals of Deep Learning - Buduma,Ian Goodfellow,46,36.79,18-25,Other,USA,Student,1692.34,25.01992749294583,1150.9166646755082,541.4233353244917,31.992586319799315
Deep Learning with Python - Chollet,Aston Zhang,3,34.97,60+,Other,India,Researcher,104.91,23.771929758920727,71.31578927676219,33.59421072323781,32.02193377489068
Hands-On Machine Learning - Geron,David Foster,35,40.44,60+,Female,UK,Student,1415.3999999999999,17.695290670927957,619.3351734824785,796.0648265175214,56.24309923113759
Deep Learning - Goodfellow,Nithin Buduma,41,76.28,60+,Female,India,Professional,3127.48,39.25492104738303,1609.4517629427041,1518.0282370572959,48.53838352466829
Deep Learning from Scratch - Weidman,Ian Goodfellow,6,50.71,36-45,Other,Germany,Student,304.26,20.713444120566198,124.2806647233972,179.9793352766028,59.1531372104788
Deep Learning - Goodfellow,Francois Chollet,25,49.77,60+,Female,France,Researcher,1244.25,32.67647376576906,816.9118441442265,427.3381558557735,34.34503965085582
Generative Deep Learning - Foster,Aurelien Geron,13,45.66,46-60,Other,France,Engineer,593.5799999999999,23.178236428167406,301.31707356617625,292.2629264338237,49.23732713936179
Deep Learning - Goodfellow,Ian Goodfellow,34,37.35,26-35,Other,Netherlands,Engineer,1269.9,22.011666297532493,748.3966541161047,521.5033458838953,41.06648916323296
Deep Learning - Goodfellow,Eli Stevens,8,54.39,18-25,Male,UK,Engineer,435.12,33.42099781410712,267.36798251285694,167.75201748714306,38.553046857681345
Deep Learning with Python - Chollet,David Foster,21,36.5,36-45,Male,Germany,Student,766.5,19.30679913368755,405.44278180743856,361.05721819256144,47.10465990770534
Deep Learning with Python - Chollet,Francois Chollet,34,71.77,60+,Other,UK,Professional,2440.18,35.30600994826328,1200.4043382409516,1239.7756617590483,50.80672990349271
Neural Networks and Deep Learning - Nielsen,Eli Stevens,4,48.52,60+,Other,France,Student,194.08,33.41397111964769,133.65588447859076,60.42411552140925,31.133612696521663
Fundamentals of Deep Learning - Buduma,Nithin Buduma,25,48.74,26-35,Other,Australia,Engineer,1218.5,33.59874682629879,839.9686706574698,378.53132934253017,31.065353249284378
Deep Learning from Scratch - Weidman,Eli Stevens,15,53.7,26-35,Other,India,Researcher,805.5,26.142819888963654,392.14229833445484,413.35770166554516,51.31690895909934
Deep Learning - Goodfellow,Michael Nielsen,4,52.21,36-45,Other,USA,Engineer,208.84,28.396367890308444,113.58547156123377,95.25452843876623,45.611247097666265
Deep Learning - Goodfellow,Michael Nielsen,45,79.74,18-25,Other,France,Researcher,3588.2999999999997,55.16837796346505,2482.5770083559273,1105.7229916440724,30.81467524019933
Hands-On Machine Learning - Geron,Andrew Trask,12,57.27,60+,Female,Canada,Professional,687.24,22.9916441119292,275.8997293431504,411.3402706568496,59.853947770334905
Deep Learning with Python - Chollet,Aston Zhang,32,34.41,36-45,Other,USA,Researcher,1101.12,18.024077558017954,576.7704818565745,524.3495181434254,47.61965254862553
Deep Learning from Scratch - Weidman,Aston Zhang,32,60.34,46-60,Female,France,Student,1930.88,25.954482564324895,830.5434420583966,1100.3365579416036,56.98627350957095
Dive into Deep Learning - Zhang,Francois Chollet,28,37.58,46-60,Female,India,Student,1052.24,20.77224690375278,581.6229133050779,470.61708669492214,44.725261033121924
Neural Networks and Deep Learning - Nielsen,Nithin Buduma,13,31.55,36-45,Other,UK,Student,410.15000000000003,12.853501119725712,167.09551455643424,243.0544854435658,59.259901363785396
Fundamentals of Deep Learning - Buduma,Seth Weidman,31,78.54,60+,Other,Australia,Researcher,2434.7400000000002,41.00334084042597,1271.103566053205,1163.6364339467953,47.79304705828118
Grokking Deep Learning - Trask,Michael Nielsen,14,68.68,36-45,Female,Australia,Student,961.5200000000001,32.01928373687705,448.2699723162787,513.2500276837213,53.37902775643993
Fundamentals of Deep Learning - Buduma,Francois Chollet,20,79.01,60+,Female,USA,Student,1580.2,44.24500811535953,884.9001623071906,695.2998376928094,44.00074912623778
Generative Deep Learning - Foster,Seth Weidman,18,53.89,26-35,Other,India,Student,970.02,37.65822932501101,677.8481278501981,292.17187214980186,30.12019052697902
Deep Learning - Goodfellow,Aston Zhang,29,56.61,36-45,Other,Australia,Professional,1641.69,36.239504673367556,1050.945635527659,590.744364472341,35.98391684619757
Neural Networks and Deep Learning - Nielsen,Andrew Trask,6,38.42,60+,Female,Australia,Researcher,230.52,25.11487074806308,150.68922448837847,79.83077551162154,34.63073725126737
Generative Deep Learning - Foster,Eli Stevens,32,42.35,36-45,Female,Germany,Researcher,1355.2,25.011041664397123,800.3533332607079,554.8466667392921,40.942050379227574
Deep Learning from Scratch - Weidman,Michael Nielsen,29,71.93,36-45,Female,Canada,Engineer,2085.9700000000003,29.668819965867073,860.3957790101451,1225.5742209898551,58.75320455183224
Grokking Deep Learning - Trask,Francois Chollet,43,47.81,60+,Male,USA,Researcher,2055.83,22.09009906750116,949.8742599025499,1105.95574009745,53.79606971867567
Deep Learning with Python - Chollet,Ian Goodfellow,2,71.34,60+,Female,UK,Professional,142.68,48.33423163707987,96.66846327415973,46.01153672584027,32.24806330658836
Neural Networks and Deep Learning - Nielsen,Seth Weidman,23,65.45,18-25,Male,Australia,Researcher,1505.3500000000001,33.36863107053103,767.4785146222137,737.8714853777865,49.01660646213747
Neural Networks and Deep Learning - Nielsen,Eli Stevens,19,38.86,36-45,Other,Germany,Professional,738.34,16.752196957313117,318.29174218894923,420.0482578110508,56.89089820557612
Deep Learning - Goodfellow,Michael Nielsen,31,55.37,46-60,Other,India,Professional,1716.47,33.815655532403476,1048.2853215045077,668.1846784954923,38.927839024013956
Deep Learning with PyTorch - Stevens,Aston Zhang,5,63.87,36-45,Female,Australia,Researcher,319.34999999999997,31.285909448304253,156.42954724152128,162.9204527584787,51.01626828197235
Neural Networks and Deep Learning - Nielsen,Nithin Buduma,19,41.75,36-45,Other,Netherlands,Engineer,793.25,20.06743283412475,381.2812238483703,411.9687761516297,51.93429261287484
Hands-On Machine Learning - Geron,Seth Weidman,34,71.53,60+,Other,Canada,Student,2432.02,50.02759821882471,1700.93833944004,731.08166055996,30.060676333252196
Grokking Deep Learning - Trask,Aston Zhang,10,57.24,36-45,Other,UK,Student,572.4,37.63196162055771,376.3196162055771,196.08038379442286,34.25583224920036
Grokking Deep Learning - Trask,Michael Nielsen,25,38.26,36-45,Other,India,Researcher,956.5,19.98631027922608,499.657756980652,456.842243019348,47.76186544896477
Hands-On Machine Learning - Geron,Seth Weidman,2,59.15,46-60,Male,India,Researcher,118.3,41.054735132703776,82.10947026540755,36.190529734592445,30.592163765505028
Dive into Deep Learning - Zhang,Eli Stevens,11,79.99,60+,Male,USA,Professional,879.89,47.596767022390864,523.5644372462995,356.3255627537005,40.4966032974236
Hands-On Machine Learning - Geron,Michael Nielsen,31,37.53,36-45,Female,Australia,Researcher,1163.43,23.366430785714222,724.3593543571409,439.0706456428592,37.73932644360719
Hands-On Machine Learning - Geron,David Foster,15,70.84,26-35,Female,USA,Professional,1062.6000000000001,29.005715191583164,435.0857278737475,627.5142721262526,59.05460870753365
Grokking Deep Learning - Trask,Francois Chollet,9,40.37,18-25,Female,UK,Engineer,363.33,17.620761295964318,158.58685166367886,204.74314833632113,56.35184221955829
Fundamentals of Deep Learning - Buduma,Eli Stevens,23,69.12,46-60,Other,Netherlands,Researcher,1589.7600000000002,40.775653183026,937.840023209598,651.9199767904022,41.00744620511285
Grokking Deep Learning - Trask,Seth Weidman,19,66.73,36-45,Other,Australia,Student,1267.8700000000001,44.689561108660016,849.1016610645403,418.76833893545984,33.0292805205155
Deep Learning with PyTorch - Stevens,Nithin Buduma,9,45.02,26-35,Male,France,Student,405.18,26.432282764539067,237.89054488085162,167.28945511914839,41.28768821737213
Deep Learning - Goodfellow,Aston Zhang,35,46.29,36-45,Male,Australia,Researcher,1620.1499999999999,20.37720370740784,713.2021297592744,906.9478702407255,55.97925317043024
Generative Deep Learning - Foster,Ian Goodfellow,21,69.63,36-45,Female,Netherlands,Professional,1462.23,30.270111606039475,635.672343726829,826.557656273171,56.52719861261026
Fundamentals of Deep Learning - Buduma,Aston Zhang,9,53.07,60+,Male,France,Student,477.63,34.6682836474152,312.0145528267368,165.6154471732632,34.674423125277556
Deep Learning with Python - Chollet,Seth Weidman,28,66.54,60+,Male,India,Professional,1863.1200000000001,29.39675328528739,823.1090919880469,1040.0109080119532,55.82092983876257
Generative Deep Learning - Foster,Aston Zhang,46,37.4,60+,Male,USA,Researcher,1720.3999999999999,20.797002596855165,956.6621194553376,763.7378805446623,44.39304118487924
Deep Learning - Goodfellow,Francois Chollet,7,72.63,26-35,Male,Canada,Researcher,508.40999999999997,29.860662128658603,209.02463490061024,299.38536509938973,58.88660040113093
Deep Learning with PyTorch - Stevens,Michael Nielsen,16,65.54,36-45,Male,Australia,Student,1048.64,27.802128966445334,444.83406346312535,603.8059365368747,57.579906978264674
Deep Learning with PyTorch - Stevens,Ian Goodfellow,16,75.35,18-25,Female,Canada,Researcher,1205.6,45.33843259006695,725.4149214410712,480.1850785589287,39.829551970714064
Deep Learning with Python - Chollet,Aurelien Geron,33,36.62,46-60,Female,Australia,Engineer,1208.4599999999998,22.219346974956697,733.238450173571,475.2215498264288,39.3245576871745
Fundamentals of Deep Learning - Buduma,Seth Weidman,4,59.65,60+,Male,India,Engineer,238.6,29.970595031258075,119.8823801250323,118.7176198749677,49.75591780174673
Dive into Deep Learning - Zhang,Andrew Trask,4,59.96,60+,Female,USA,Student,239.84,27.86238845719189,111.44955382876756,128.39044617123244,53.53170704270865
Hands-On Machine Learning - Geron,Aurelien Geron,39,47.67,36-45,Other,UK,Engineer,1859.13,30.70487058210026,1197.4899527019102,661.6400472980899,35.588691877280766
Fundamentals of Deep Learning - Buduma,Aston Zhang,40,52.92,36-45,Male,UK,Professional,2116.8,24.61473087106398,984.5892348425592,1132.210765157441,53.486903115903296
Dive into Deep Learning - Zhang,Seth Weidman,17,31.9,26-35,Other,UK,Student,542.3,17.94719905670725,305.10238396402326,237.1976160359767,43.73918791000862
Deep Learning with PyTorch - Stevens,David Foster,37,67.29,26-35,Female,Australia,Student,2489.73,46.461231870499475,1719.0655792084806,770.6644207915194,30.953734774112835
Grokking Deep Learning - Trask,Andrew Trask,39,57.47,60+,Female,Australia,Professional,2241.33,25.53712388118536,995.947831366229,1245.382168633771,55.56442686412849
Deep Learning - Goodfellow,Ian Goodfellow,29,32.89,36-45,Other,Canada,Engineer,953.8100000000001,22.439626131370293,650.7491578097384,303.0608421902616,31.77371197515874
Deep Learning with Python - Chollet,Nithin Buduma,36,64.04,18-25,Female,USA,Engineer,2305.44,29.129741335555266,1048.6706880799895,1256.7693119200105,54.51320840793994
Deep Learning - Goodfellow,David Foster,38,53.34,46-60,Male,Netherlands,Engineer,2026.92,30.41622621478772,1155.8165961619334,871.1034038380667,42.97670375930311
Deep Learning from Scratch - Weidman,Aurelien Geron,39,31.72,36-45,Other,Australia,Student,1237.08,16.275605386999413,634.7486100929771,602.3313899070229,48.68976864123766
Deep Learning from Scratch - Weidman,Michael Nielsen,37,78.48,36-45,Male,USA,Student,2903.76,54.11027899375899,2002.0803227690826,901.6796772309176,31.052141954945228
Fundamentals of Deep Learning - Buduma,Francois Chollet,35,77.46,26-35,Other,Canada,Engineer,2711.1,37.34056966994701,1306.9199384481453,1404.1800615518546,51.7937391299419
Deep Learning with PyTorch - Stevens,Nithin Buduma,7,55.65,46-60,Female,Australia,Researcher,389.55,28.932290344821656,202.52603241375158,187.02396758624843,48.0102599374274
Deep Learning with PyTorch - Stevens,David Foster,27,34.68,60+,Other,UK,Engineer,936.36,24.097676666167796,650.6372699865306,285.72273001346946,30.514196464337378
Hands-On Machine Learning - Geron,Michael Nielsen,28,67.73,36-45,Other,UK,Professional,1896.44,37.99254187855859,1063.7911725996405,832.6488274003596,43.9058882643458
Hands-On Machine Learning - Geron,Michael Nielsen,22,54.6,60+,Male,India,Student,1201.2,30.073081293876136,661.607788465275,539.592211534725,44.92109653136239
Hands-On Machine Learning - Geron,Seth Weidman,14,45.12,36-45,Female,France,Professional,631.68,21.537289616329225,301.52205462860917,330.1579453713908,52.26664535388026
Grokking Deep Learning - Trask,David Foster,7,54.57,60+,Male,Germany,Professional,381.99,33.31002284584224,233.17015992089568,148.81984007910432,38.95909319068675
Generative Deep Learning - Foster,Ian Goodfellow,37,56.12,46-60,Female,Netherlands,Student,2076.44,22.689983016130665,839.5293715968346,1236.9106284031654,59.56881144666667
Neural Networks and Deep Learning - Nielsen,Aston Zhang,22,58.14,26-35,Male,France,Researcher,1279.08,24.119599287267405,530.6311843198829,748.448815680117,58.51462110893119
Generative Deep Learning - Foster,Andrew Trask,5,52.06,46-60,Other,Australia,Engineer,260.3,30.184782413886964,150.92391206943483,109.37608793056518,42.01924238592592
Deep Learning - Goodfellow,Andrew Trask,2,60.29,18-25,Male,USA,Professional,120.58,30.29586801665438,60.59173603330876,59.988263966691235,49.74976278544637
Generative Deep Learning - Foster,Aurelien Geron,27,75.94,26-35,Female,Australia,Student,2050.38,52.09445359148228,1406.5502469700216,643.8297530299785,31.40050883397119
Grokking Deep Learning - Trask,Aurelien Geron,21,48.11,46-60,Female,USA,Professional,1010.31,32.279751239201964,677.8747760232412,332.4352239767587,32.90427927831644
Deep Learning - Goodfellow,Andrew Trask,38,66.29,18-25,Other,USA,Engineer,2519.0200000000004,40.709476366303676,1546.9601019195397,972.0598980804607,38.5888122396988
Generative Deep Learning - Foster,Ian Goodfellow,15,74.72,36-45,Female,France,Researcher,1120.8,48.227551346560794,723.413270198412,397.386729801588,35.45563256616595
Grokking Deep Learning - Trask,Francois Chollet,21,52.8,36-45,Male,Germany,Researcher,1108.8,31.690536498736257,665.5012664734614,443.2987335265385,39.980044509969204
Neural Networks and Deep Learning - Nielsen,Eli Stevens,10,52.17,60+,Other,India,Researcher,521.7,22.833485489516725,228.33485489516727,293.3651451048328,56.232536918695175
Generative Deep Learning - Foster,Aston Zhang,23,60.11,26-35,Female,France,Student,1382.53,37.84904358560539,870.528002468924,512.001997531076,37.03369890932392
Grokking Deep Learning - Trask,Francois Chollet,39,59.57,36-45,Female,Germany,Student,2323.23,27.584340672974506,1075.7892862460058,1247.4407137539943,53.6942409384346
Hands-On Machine Learning - Geron,Seth Weidman,5,70.33,26-35,Male,UK,Researcher,351.65,34.95632079975905,174.78160399879525,176.86839600120473,50.2967143469941
Deep Learning with PyTorch - Stevens,Eli Stevens,1,53.82,36-45,Male,UK,Engineer,53.82,34.755355588605674,34.755355588605674,19.064644411394326,35.422973636927395
Hands-On Machine Learning - Geron,Eli Stevens,13,79.81,60+,Other,USA,Engineer,1037.53,44.77003264176433,582.0104243429363,455.5195756570637,43.90423174819655
Deep Learning with PyTorch - Stevens,David Foster,21,32.97,46-60,Female,Canada,Student,692.37,21.693673603988096,455.56714568375,236.80285431624998,34.20177857449774
Deep Learning with Python - Chollet,Ian Goodfellow,26,30.16,60+,Male,Australia,Researcher,784.16,13.991543573941856,363.78013292248824,420.37986707751173,53.60894040470207
Deep Learning with Python - Chollet,Ian Goodfellow,45,62.01,18-25,Other,Australia,Engineer,2790.45,36.11050229340392,1624.9726032031763,1165.4773967968235,41.76664684179339
Deep Learning with Python - Chollet,Eli Stevens,21,44.92,36-45,Female,USA,Engineer,943.32,19.097167146060375,401.04051006726786,542.2794899327322,57.486270823552154
Neural Networks and Deep Learning - Nielsen,David Foster,18,42.02,18-25,Female,Canada,Engineer,756.36,24.914426884565618,448.4596839221811,307.9003160778189,40.708170193799106
Hands-On Machine Learning - Geron,Aston Zhang,37,45.59,18-25,Other,Netherlands,Student,1686.8300000000002,28.665178034655987,1060.6115872822716,626.2184127177286,37.123978866733964
Deep Learning with PyTorch - Stevens,Eli Stevens,45,42.8,26-35,Other,Germany,Researcher,1925.9999999999998,24.630512678686785,1108.3730705409052,817.6269294590945,42.45207318063835
Grokking Deep Learning - Trask,Nithin Buduma,32,31.54,36-45,Male,Netherlands,Professional,1009.28,15.135082467181743,484.32263894981577,524.9573610501842,52.013054955035685
Deep Learning - Goodfellow,Aurelien Geron,36,78.58,18-25,Female,Netherlands,Researcher,2828.88,32.17087207567893,1158.1513947244414,1670.7286052755587,59.059719934234
Grokking Deep Learning - Trask,Aurelien Geron,17,41.04,46-60,Female,UK,Researcher,697.68,17.886654659368286,304.07312920926086,393.6068707907391,56.416533481071426
Deep Learning - Goodfellow,Francois Chollet,35,66.7,18-25,Female,Netherlands,Student,2334.5,39.132282611271265,1369.6298913944943,964.8701086055057,41.33091062777921
Deep Learning from Scratch - Weidman,Seth Weidman,49,68.13,46-60,Other,Australia,Engineer,3338.37,46.35061481204413,2271.1801257901625,1067.1898742098374,31.967393494724593
Grokking Deep Learning - Trask,Aurelien Geron,11,76.46,26-35,Male,France,Engineer,841.06,35.32148615830988,388.5363477414087,452.52365225859126,53.80396788083981
Generative Deep Learning - Foster,Michael Nielsen,21,31.53,18-25,Female,Canada,Student,662.13,19.56461234438513,410.8568592320877,251.2731407679123,37.94921552684704
Generative Deep Learning - Foster,Francois Chollet,26,73.6,60+,Other,Germany,Student,1913.6,48.571239476538835,1262.8522263900097,650.7477736099902,34.00646810252875
Fundamentals of Deep Learning - Buduma,Aurelien Geron,4,56.36,26-35,Female,UK,Student,225.44,31.351075873190513,125.40430349276205,100.03569650723794,44.373534646574676
Hands-On Machine Learning - Geron,Seth Weidman,34,61.63,46-60,Male,Netherlands,Student,2095.42,37.02605529935339,1258.8858801780152,836.5341198219849,39.92202612469027
Deep Learning - Goodfellow,Ian Goodfellow,48,62.22,26-35,Female,France,Student,2986.56,40.101075901076975,1924.851643251695,1061.708356748305,35.54954049971556
Deep Learning - Goodfellow,Ian Goodfellow,18,70.99,18-25,Male,Canada,Professional,1277.82,33.94759883440142,611.0567790192256,666.7632209807743,52.17974526778219
Hands-On Machine Learning - Geron,Aston Zhang,40,46.67,36-45,Male,USA,Researcher,1866.8000000000002,22.82483633542687,912.9934534170748,953.8065465829254,51.093129771958715
Neural Networks and Deep Learning - Nielsen,Eli Stevens,35,66.65,36-45,Female,USA,Researcher,2332.75,26.672547194985984,933.5391518245094,1399.2108481754906,59.981174501146306
Fundamentals of Deep Learning - Buduma,Nithin Buduma,41,56.43,46-60,Female,USA,Researcher,2313.63,38.87622054196889,1593.9250422207244,719.7049577792757,31.107176073065943
Neural Networks and Deep Learning - Nielsen,Ian Goodfellow,29,69.67,46-60,Male,Australia,Engineer,2020.43,47.0456058419582,1364.3225694167877,656.1074305832124,32.47365316210967
Neural Networks and Deep Learning - Nielsen,David Foster,29,79.53,36-45,Other,Germany,Professional,2306.37,50.053834205036246,1451.5611919460512,854.8088080539487,37.06295208721709
Neural Networks and Deep Learning - Nielsen,Aurelien Geron,38,40.03,46-60,Male,USA,Researcher,1521.14,16.96162393590857,644.5417095645256,876.5982904354745,57.62771937070056
Hands-On Machine Learning - Geron,David Foster,42,79.73,26-35,Female,Australia,Engineer,3348.6600000000003,42.59582161872254,1789.0245079863466,1559.6354920136537,46.574913309014754
Neural Networks and Deep Learning - Nielsen,Seth Weidman,21,34.49,60+,Female,India,Professional,724.2900000000001,14.850273978343658,311.8557535452168,412.43424645478325,56.943247380853414
Generative Deep Learning - Foster,Ian Goodfellow,42,30.12,60+,Other,Australia,Professional,1265.04,12.191855534986649,512.0579324694393,752.9820675305607,59.52239198211604
Deep Learning with Python - Chollet,Nithin Buduma,13,32.21,26-35,Male,UK,Engineer,418.73,18.83817599284933,244.89628790704128,173.83371209295873,41.51451104362208
Deep Learning from Scratch - Weidman,Seth Weidman,49,47.09,60+,Male,Australia,Professional,2307.4100000000003,32.409637175091824,1588.0722215794995,719.3377784205009,31.17511748759435
Deep Learning - Goodfellow,Michael Nielsen,41,61.65,18-25,Male,Germany,Engineer,2527.65,41.35854409337761,1695.700307828482,831.9496921715181,32.91395929703551
Deep Learning - Goodfellow,Michael Nielsen,17,33.45,26-35,Female,France,Researcher,568.6500000000001,20.37193456787678,346.3228876539053,222.3271123460948,39.09735555193788
Deep Learning from Scratch - Weidman,David Foster,9,30.28,46-60,Male,Netherlands,Engineer,272.52,12.989883066553693,116.90894759898323,155.61105240101676,57.100782475053855
Hands-On Machine Learning - Geron,Eli Stevens,41,76.85,26-35,Other,Australia,Professional,3150.85,37.06085188853488,1519.49492742993,1631.35507257007,51.775078869831006
Grokking Deep Learning - Trask,Francois Chollet,1,71.1,36-45,Female,USA,Researcher,71.1,35.26680998446325,35.26680998446325,35.83319001553674,50.39829819344127
Hands-On Machine Learning - Geron,Eli Stevens,2,70.46,46-60,Female,UK,Researcher,140.92,44.31546592062567,88.63093184125134,52.28906815874865,37.105498267633166
Deep Learning - Goodfellow,Aston Zhang,48,74.22,36-45,Male,Canada,Student,3562.56,47.550880224849045,2282.4422507927543,1280.1177492072457,35.93252462294658
Deep Learning - Goodfellow,Eli Stevens,29,65.0,46-60,Other,USA,Student,1885.0,33.50956939830345,971.7775125508,913.2224874492,48.44681631030239
Deep Learning from Scratch - Weidman,Aston Zhang,33,35.22,60+,Female,UK,Professional,1162.26,18.503362308261664,610.6109561726349,551.6490438273651,47.4634801014717
Neural Networks and Deep Learning - Nielsen,Aston Zhang,10,49.96,26-35,Female,India,Engineer,499.6,20.651101480671258,206.51101480671258,293.08898519328744,58.66472882171486
Hands-On Machine Learning - Geron,Nithin Buduma,40,66.16,18-25,Male,Netherlands,Engineer,2646.3999999999996,32.20278558717557,1288.1114234870229,1358.2885765129768,51.325898447437154
Deep Learning with PyTorch - Stevens,Ian Goodfellow,21,44.02,46-60,Male,Canada,Professional,924.4200000000001,23.567672049807914,494.9211130459662,429.4988869540339,46.4614446846708
Deep Learning from Scratch - Weidman,Nithin Buduma,28,64.37,46-60,Other,India,Researcher,1802.3600000000001,28.007059608745713,784.19766904488,1018.1623309551202,56.49050860844227
Generative Deep Learning - Foster,Aston Zhang,11,31.22,36-45,Male,France,Professional,343.41999999999996,16.73330303743153,184.06633341174683,159.35366658825313,46.401976177349354
Deep Learning - Goodfellow,Seth Weidman,34,45.31,60+,Other,UK,Professional,1540.54,29.72121881602028,1010.5214397446895,530.0185602553105,34.40472563226599
Deep Learning from Scratch - Weidman,Michael Nielsen,8,57.46,36-45,Female,India,Researcher,459.68,33.00481173802047,264.0384939041638,195.64150609583623,42.5603694082484
Hands-On Machine Learning - Geron,Aston Zhang,22,61.6,36-45,Other,Netherlands,Engineer,1355.2,26.09862372110986,574.1697218644169,781.0302781355831,57.63210434884763
Deep Learning - Goodfellow,Nithin Buduma,8,58.85,60+,Other,Netherlands,Professional,470.8,26.923957133948495,215.39165707158796,255.40834292841205,54.24986043509177
Grokking Deep Learning - Trask,Seth Weidman,49,64.89,18-25,Other,France,Engineer,3179.61,35.193954864536614,1724.503788362294,1455.106211637706,45.76366949524332
Deep Learning from Scratch - Weidman,Nithin Buduma,15,30.3,36-45,Female,Netherlands,Professional,454.5,15.405918191880271,231.08877287820408,223.41122712179592,49.15538550534564
Fundamentals of Deep Learning - Buduma,Eli Stevens,17,35.05,36-45,Male,UK,Researcher,595.8499999999999,17.792014610527225,302.46424837896285,293.38575162103706,49.238189413617036
Deep Learning - Goodfellow,Aurelien Geron,23,73.45,46-60,Female,UK,Researcher,1689.3500000000001,41.042408219844006,943.9753890564122,745.374610943588,44.12197655569231
Hands-On Machine Learning - Geron,David Foster,24,64.09,60+,Male,Netherlands,Student,1538.16,36.872180384400494,884.9323292256119,653.2276707743882,42.468122352316286
Deep Learning with Python - Chollet,Francois Chollet,45,35.65,26-35,Other,India,Researcher,1604.25,22.78243449410386,1025.2095522346738,579.0404477653262,36.09415289171427
Deep Learning with PyTorch - Stevens,Nithin Buduma,19,72.1,18-25,Other,UK,Student,1369.8999999999999,36.215106767693534,688.0870285861771,681.8129714138228,49.77100309612547
Dive into Deep Learning - Zhang,Francois Chollet,5,42.11,18-25,Other,USA,Professional,210.55,27.01945555365173,135.09727776825866,75.45272223174135,35.8360115087824
Neural Networks and Deep Learning - Nielsen,Andrew Trask,32,53.91,60+,Other,Netherlands,Engineer,1725.12,27.0403594084386,865.2915010700352,859.8284989299647,49.841663126621036
Dive into Deep Learning - Zhang,Nithin Buduma,44,37.26,46-60,Other,UK,Researcher,1639.4399999999998,15.52362995038511,683.0397178169449,956.400282183055,58.33701033176298
Hands-On Machine Learning - Geron,Aurelien Geron,1,65.51,46-60,Male,Germany,Researcher,65.51,37.09544990519716,37.09544990519716,28.41455009480285,43.374370469856274
Generative Deep Learning - Foster,Francois Chollet,23,63.34,60+,Male,France,Researcher,1456.8200000000002,36.50731997765127,839.6683594859792,617.151640514021,42.36293025315557
Generative Deep Learning - Foster,Aston Zhang,37,40.56,46-60,Other,Netherlands,Professional,1500.72,27.595485708726795,1021.0329712228914,479.6870287771086,31.963792631344194
Deep Learning with Python - Chollet,Nithin Buduma,8,73.17,18-25,Female,UK,Student,585.36,45.205772168397374,361.646177347179,223.71382265282102,38.218160218125774
Neural Networks and Deep Learning - Nielsen,Ian Goodfellow,13,50.07,18-25,Female,Germany,Professional,650.91,33.813863013118976,439.5802191705467,211.32978082945328,32.46682042516681
Fundamentals of Deep Learning - Buduma,David Foster,8,44.63,26-35,Other,UK,Engineer,357.04,30.013860797943657,240.11088638354926,116.92911361645076,32.74958369270971
Deep Learning with Python - Chollet,Aurelien Geron,23,37.62,60+,Male,UK,Professional,865.26,21.87122340837452,503.0381383926139,362.2218616073861,41.86277669225274
Dive into Deep Learning - Zhang,Francois Chollet,43,43.31,36-45,Female,India,Engineer,1862.3300000000002,24.181212514916464,1039.792138141408,822.5378618585921,44.167138039906575
Deep Learning with Python - Chollet,Aurelien Geron,1,31.1,36-45,Female,USA,Researcher,31.1,17.640924223636386,17.640924223636386,13.459075776363616,43.276770985092014
Dive into Deep Learning - Zhang,Seth Weidman,45,59.16,26-35,Female,Netherlands,Engineer,2662.2,41.027415174655786,1846.2336828595103,815.9663171404895,30.650075769682577
Deep Learning - Goodfellow,David Foster,24,72.11,26-35,Other,France,Engineer,1730.6399999999999,45.56993667556196,1093.678480213487,636.9615197865128,36.80496924759123
Generative Deep Learning - Foster,Aston Zhang,35,57.45,46-60,Female,Netherlands,Student,2010.75,24.811492869096945,868.4022504183931,1142.3477495816069,56.81202285622812
Deep Learning - Goodfellow,Nithin Buduma,24,40.96,26-35,Female,USA,Engineer,983.04,25.94932826252984,622.7838783007162,360.25612169928377,36.647147796558
Deep Learning with PyTorch - Stevens,Nithin Buduma,17,31.68,26-35,Female,Canada,Engineer,538.56,14.292793616728739,242.97749148438857,295.5825085156114,54.88385853305322
Neural Networks and Deep Learning - Nielsen,Nithin Buduma,5,40.73,36-45,Female,India,Professional,203.64999999999998,21.758176358299735,108.79088179149868,94.8591182085013,46.579483529831236
Fundamentals of Deep Learning - Buduma,David Foster,20,50.81,46-60,Male,India,Researcher,1016.2,23.532036782986914,470.6407356597383,545.5592643402617,53.686209834703966
Dive into Deep Learning - Zhang,Ian Goodfellow,21,67.98,26-35,Other,USA,Professional,1427.5800000000002,41.25535703848469,866.3624978081784,561.2175021918217,39.312508034003116
Fundamentals of Deep Learning - Buduma,Andrew Trask,40,39.39,26-35,Other,Australia,Professional,1575.6,26.123169152593103,1044.926766103724,530.6732338962759,33.68070791420893
Dive into Deep Learning - Zhang,Michael Nielsen,31,65.99,46-60,Male,India,Researcher,2045.6899999999998,32.144294244604176,996.4731215827294,1049.2168784172704,51.28914343899959
