Book_ID,Book_Title,Category,Publication_Year,Age_Group,Gender,Income_Level,Region,Marketing_Channel,Ad_Spend,Units_Sold,Price,Cost,Revenue,Total_Cost,Profit,Profit_Margin (%)
177,Digital Marketing 101,SEO,2018,56+,Male,High,London,Email,38.08,313,21.23,13.22,6644.99,4137.860000000001,2507.129999999999,37.72962788506829
178,SEO Mastery,Analytics,2016,36-45,Male,High,Manchester,Google Ads,43.99,265,35.01,25.03,9277.65,6632.950000000001,2644.699999999999,28.50614110254212
179,SEO Mastery,Digital,2020,46-55,Female,High,Birmingham,Instagram,28.44,419,52.02,32.07,21796.38,13437.33,8359.050000000001,38.35063437139562
180,Email Marketing Guide,SEO,2025,18-25,Female,Low,London,Instagram,35.12,111,45.06,23.86,5001.66,2648.46,2353.2,47.04837993786063
181,Content Marketing,Digital,2016,56+,Female,Low,London,Google Ads,41.68,115,49.45,22.48,5686.75,2585.2000000000003,3101.5499999999997,54.53993933265925
182,Brand Management,Branding,2021,46-55,Female,High,Manchester,Instagram,16.73,342,27.55,20.8,9422.1,7113.6,2308.5,24.500907441016334
183,Digital Marketing 101,Digital,2017,56+,Male,Medium,Leeds,Facebook,18.36,48,30.23,17.78,1451.04,853.44,597.5999999999999,41.184254052265956
184,Digital Marketing 101,SEO,2017,56+,Male,High,London,Instagram,5.03,485,29.68,22.3,14394.8,10815.5,3579.2999999999993,24.865229110512125
185,Social Media Strategy,Analytics,2019,18-25,Male,High,London,Google Ads,48.34,323,19.59,12.43,6327.57,4014.89,2312.68,36.54925982644206
186,SEO Mastery,Branding,2017,18-25,Male,High,Leeds,Instagram,46.29,284,13.06,8.75,3709.04,2485.0,1224.04,33.00153139356814
187,Brand Management,SEO,2016,56+,Female,High,Manchester,Organic,39.41,97,39.55,28.54,3836.35,2768.38,1067.9699999999998,27.838179519595446
188,Marketing Research,Branding,2024,26-35,Female,Low,London,Email,8.56,220,59.46,39.46,13081.2,8681.2,4400.0,33.636057854019505
189,Email Marketing Guide,Social Media,2023,56+,Female,Medium,Leeds,Facebook,25.14,378,18.34,10.26,6932.5199999999995,3878.2799999999997,3054.24,44.0567066521265
190,Content Marketing,Digital,2016,56+,Male,High,London,Organic,9.59,86,12.33,7.47,1060.38,642.42,417.96000000000015,39.41605839416059
191,Marketing Analytics,Social Media,2025,36-45,Male,Medium,Birmingham,Organic,5.72,86,48.98,35.33,4212.28,3038.3799999999997,1173.9,27.868517762351985
192,Content Marketing,SEO,2016,36-45,Female,Medium,Glasgow,Google Ads,32.73,451,22.63,12.43,10206.13,5605.93,4600.199999999999,45.07291206363234
193,Advertising Strategy,Analytics,2022,36-45,Female,Medium,Birmingham,Email,48.24,37,51.48,28.58,1904.76,1057.46,847.3,44.483294483294486
194,Digital Marketing 101,Branding,2023,26-35,Male,High,London,Email,45.63,254,45.2,19.81,11480.800000000001,5031.74,6449.060000000001,56.17256637168142
195,Email Marketing Guide,Digital,2021,26-35,Female,Low,Manchester,Facebook,36.35,75,57.28,43.87,4296.0,3290.25,1005.75,23.411312849162012
196,Advertising Strategy,Branding,2017,56+,Male,High,Glasgow,Google Ads,9.35,275,30.45,13.29,8373.75,3654.7499999999995,4719.0,56.354679802955665
197,Brand Management,SEO,2023,36-45,Male,Medium,Birmingham,Facebook,17.34,391,43.1,28.42,16852.100000000002,11112.220000000001,5739.880000000001,34.06032482598608
198,Marketing Analytics,Branding,2017,26-35,Male,Medium,Leeds,Instagram,19.4,479,33.24,18.79,15921.960000000001,9000.41,6921.550000000001,43.47172081829122
199,SEO Mastery,Digital,2019,18-25,Female,Low,Manchester,Organic,39.34,214,41.53,23.35,8887.42,4996.900000000001,3890.5199999999995,43.77558391524199
200,Email Marketing Guide,SEO,2023,56+,Female,High,Birmingham,Facebook,41.1,67,32.48,21.82,2176.16,1461.94,714.2199999999998,32.82019704433497
201,Email Marketing Guide,Branding,2017,46-55,Male,Medium,Leeds,Organic,22.33,210,19.43,8.29,4080.2999999999997,1740.8999999999999,2339.3999999999996,57.33401955738549
202,Digital Marketing 101,Analytics,2021,56+,Female,Low,London,Google Ads,23.8,234,35.39,22.56,8281.26,5279.04,3002.2200000000003,36.253178864085896
203,Consumer Psychology,SEO,2015,46-55,Male,Medium,Leeds,Instagram,7.0,151,36.43,25.82,5500.93,3898.82,1602.1100000000001,29.124348064781774
204,Email Marketing Guide,SEO,2018,36-45,Male,Low,Birmingham,Google Ads,18.01,390,50.53,36.95,19706.7,14410.500000000002,5296.199999999999,26.875123688897677
205,Social Media Strategy,Analytics,2018,46-55,Male,Low,Birmingham,Instagram,25.31,377,46.78,21.9,17636.06,8256.3,9379.760000000002,53.18512184694315
206,Marketing Analytics,Social Media,2021,36-45,Male,High,London,Instagram,10.26,93,43.19,32.78,4016.6699999999996,3048.54,968.1299999999997,24.10280157443852
207,Marketing Analytics,Digital,2022,18-25,Female,Medium,Leeds,Organic,25.4,152,15.67,10.38,2381.84,1577.7600000000002,804.0799999999999,33.758774728781106
208,Social Media Strategy,Social Media,2015,46-55,Male,High,Leeds,Google Ads,43.39,361,46.03,34.65,16616.83,12508.65,4108.180000000002,24.723006734738224
209,Marketing Research,Branding,2019,56+,Male,Medium,London,Google Ads,31.16,42,35.02,20.81,1470.8400000000001,874.02,596.8200000000002,40.57681324957168
210,Social Media Strategy,Analytics,2021,36-45,Female,High,Leeds,Facebook,8.55,410,54.7,33.74,22427.0,13833.400000000001,8593.599999999999,38.3180987202925
211,Social Media Strategy,Social Media,2018,56+,Male,Medium,London,Google Ads,13.63,161,55.99,42.98,9014.39,6919.78,2094.6099999999997,23.236292195034824
212,Marketing Analytics,SEO,2018,26-35,Male,High,Manchester,Facebook,26.35,167,12.76,9.7,2130.92,1619.8999999999999,511.0200000000002,23.98119122257054
213,Content Marketing,Branding,2018,36-45,Female,Low,Birmingham,Email,21.27,455,51.03,29.56,23218.65,13449.8,9768.850000000002,42.07329022143838
214,Marketing Analytics,Branding,2020,46-55,Female,Medium,Manchester,Email,21.14,150,11.88,6.06,1782.0000000000002,908.9999999999999,873.0000000000003,48.989898989899
215,Consumer Psychology,Social Media,2021,36-45,Female,Medium,Glasgow,Email,28.82,455,28.36,15.8,12903.8,7189.0,5714.799999999999,44.287729196050776
216,Digital Marketing 101,Social Media,2016,56+,Male,Low,Glasgow,Google Ads,31.3,260,37.11,20.6,9648.6,5356.0,4292.6,44.48935596874158
217,Advertising Strategy,Analytics,2019,18-25,Female,High,Glasgow,Google Ads,40.86,312,17.41,8.96,5431.92,2795.5200000000004,2636.3999999999996,48.535324526134396
218,Content Marketing,Digital,2018,36-45,Female,Medium,London,Facebook,20.34,121,47.32,24.01,5725.72,2905.21,2820.51,49.2603550295858
219,SEO Mastery,Social Media,2017,46-55,Male,Medium,Leeds,Instagram,41.25,153,10.42,7.76,1594.26,1187.28,406.98,25.52783109404991
220,Advertising Strategy,Social Media,2021,26-35,Male,High,Manchester,Facebook,20.24,459,18.43,7.89,8459.369999999999,3621.5099999999998,4837.859999999999,57.18936516549103
221,Digital Marketing 101,SEO,2025,18-25,Male,Low,Manchester,Email,7.49,218,39.04,26.2,8510.72,5711.599999999999,2799.12,32.88934426229508
222,Consumer Psychology,Branding,2020,26-35,Male,High,Manchester,Facebook,29.94,233,45.72,21.45,10652.76,4997.849999999999,5654.910000000001,53.083989501312345
223,Consumer Psychology,Digital,2021,36-45,Male,High,Manchester,Instagram,31.46,52,55.83,30.03,2903.16,1561.56,1341.6,46.21171413218699
224,SEO Mastery,SEO,2019,56+,Female,High,Glasgow,Google Ads,47.05,273,45.27,19.22,12358.710000000001,5247.0599999999995,7111.6500000000015,57.5436271261321
225,Content Marketing,Analytics,2020,56+,Female,Medium,Manchester,Facebook,37.67,253,43.59,22.14,11028.27,5601.42,5426.85,49.208534067446664
226,Marketing Research,Analytics,2019,46-55,Female,Low,Leeds,Email,46.3,12,29.72,21.02,356.64,252.24,104.39999999999998,29.27321668909825
227,Social Media Strategy,Social Media,2021,56+,Male,Low,Glasgow,Email,45.88,134,10.06,7.59,1348.04,1017.06,330.98,24.55268389662028
228,Content Marketing,Social Media,2016,18-25,Male,High,Manchester,Google Ads,32.21,277,16.01,7.82,4434.77,2166.14,2268.6300000000006,51.15552779512805
229,Marketing Research,Analytics,2025,56+,Male,Medium,London,Facebook,28.75,93,36.73,21.5,3415.89,1999.5,1416.3899999999999,41.46474271712496
230,Consumer Psychology,Social Media,2019,46-55,Female,High,Birmingham,Instagram,30.08,25,43.76,25.74,1094.0,643.5,450.5,41.179159049360145
231,Marketing Analytics,Digital,2020,36-45,Female,Medium,Birmingham,Google Ads,49.02,343,30.87,23.13,10588.41,7933.589999999999,2654.8200000000006,25.0728862973761
232,Digital Marketing 101,Social Media,2020,36-45,Male,Medium,Birmingham,Facebook,39.79,473,46.53,32.81,22008.690000000002,15519.130000000001,6489.560000000001,29.486352890608213
233,SEO Mastery,Branding,2019,56+,Female,Medium,Glasgow,Organic,9.78,68,36.09,21.84,2454.1200000000003,1485.12,969.0000000000005,39.48462177888613
234,Digital Marketing 101,Social Media,2024,26-35,Male,Medium,Manchester,Email,40.03,186,13.71,9.16,2550.06,1703.76,846.3,33.18745441283734
235,Brand Management,SEO,2021,36-45,Female,Low,Glasgow,Instagram,12.67,72,19.6,14.48,1411.2,1042.56,368.6400000000001,26.122448979591844
236,Brand Management,Digital,2024,56+,Female,Medium,Leeds,Instagram,25.13,455,52.0,21.0,23660.0,9555.0,14105.0,59.61538461538461
237,Content Marketing,SEO,2022,46-55,Female,Medium,London,Instagram,14.47,58,46.25,25.95,2682.5,1505.1,1177.4,43.891891891891895
238,Consumer Psychology,SEO,2021,56+,Male,High,London,Email,36.03,316,54.74,41.76,17297.84,13196.16,4101.68,23.7120935330654
239,Consumer Psychology,Branding,2019,36-45,Female,High,Birmingham,Facebook,44.48,255,15.88,11.05,4049.4,2817.75,1231.65,30.41561712846348
240,Social Media Strategy,Digital,2015,46-55,Female,Low,Birmingham,Google Ads,18.07,298,59.51,36.73,17733.98,10945.539999999999,6788.4400000000005,38.27928079314402
241,Social Media Strategy,Digital,2019,56+,Male,High,Birmingham,Facebook,8.69,295,20.47,12.52,6038.65,3693.4,2345.2499999999995,38.837322911577914
242,Social Media Strategy,Digital,2024,18-25,Female,Medium,Manchester,Google Ads,18.43,452,10.59,5.71,4786.68,2580.92,2205.76,46.081208687440984
243,Marketing Analytics,Digital,2016,46-55,Male,High,Leeds,Instagram,35.26,341,59.87,36.41,20415.67,12415.81,7999.859999999999,39.18490061800568
244,Advertising Strategy,Digital,2019,18-25,Male,Low,Leeds,Facebook,19.79,24,24.05,15.92,577.2,382.08,195.12000000000006,33.80457380457381
245,Email Marketing Guide,Branding,2019,26-35,Male,High,Leeds,Instagram,17.52,347,43.4,24.62,15059.8,8543.140000000001,6516.659999999998,43.27188940092165
246,Advertising Strategy,Social Media,2016,46-55,Male,High,Leeds,Organic,13.3,264,18.83,12.91,4971.12,3408.2400000000002,1562.8799999999997,31.439192777482734
247,Digital Marketing 101,SEO,2019,18-25,Male,Low,Birmingham,Instagram,27.39,101,39.01,29.04,3940.0099999999998,2933.04,1006.9699999999998,25.55754934632145
248,Advertising Strategy,Digital,2018,36-45,Female,Low,London,Instagram,17.42,288,55.2,25.5,15897.6,7344.0,8553.6,53.80434782608696
249,Marketing Analytics,Social Media,2015,36-45,Male,Medium,Birmingham,Google Ads,37.9,215,26.01,15.1,5592.150000000001,3246.5,2345.6500000000005,41.94540561322569
250,Digital Marketing 101,Social Media,2017,26-35,Male,High,Leeds,Organic,8.45,103,43.51,24.51,4481.53,2524.53,1956.9999999999995,43.66812227074235
251,Advertising Strategy,SEO,2015,46-55,Male,Medium,Birmingham,Instagram,34.88,234,19.4,13.09,4539.599999999999,3063.06,1476.5399999999995,32.52577319587628
252,Marketing Analytics,Branding,2025,46-55,Male,High,Leeds,Instagram,15.69,310,41.24,20.62,12784.400000000001,6392.200000000001,6392.200000000001,50.0
253,Email Marketing Guide,Analytics,2019,46-55,Female,High,Glasgow,Organic,27.02,327,26.82,17.6,8770.14,5755.200000000001,3014.9399999999987,34.377330350484705
254,Advertising Strategy,Analytics,2018,26-35,Male,Medium,London,Organic,17.87,472,20.56,15.44,9704.32,7287.679999999999,2416.6400000000003,24.902723735408564
255,Marketing Analytics,Social Media,2021,46-55,Female,High,Glasgow,Facebook,37.52,208,25.66,14.56,5337.28,3028.48,2308.7999999999997,43.25798908807482
256,Social Media Strategy,SEO,2019,36-45,Male,High,Manchester,Google Ads,47.54,280,18.94,14.48,5303.200000000001,4054.4,1248.8000000000006,23.54804646251321
257,Consumer Psychology,Analytics,2024,18-25,Female,High,Birmingham,Organic,46.27,243,55.1,43.93,13389.300000000001,10674.99,2714.3100000000013,20.27223230490019
258,Social Media Strategy,Social Media,2018,36-45,Male,Low,Manchester,Organic,31.25,55,29.86,13.21,1642.3,726.5500000000001,915.7499999999999,55.76021433355659
259,Consumer Psychology,Branding,2016,36-45,Male,Medium,Birmingham,Email,25.82,73,22.26,10.98,1624.98,801.5400000000001,823.4399999999999,50.673854447439346
260,SEO Mastery,Analytics,2018,18-25,Female,Low,Glasgow,Organic,41.82,239,32.42,25.29,7748.38,6044.3099999999995,1704.0700000000006,21.992597162245538
261,SEO Mastery,Social Media,2016,36-45,Male,Medium,Leeds,Google Ads,35.75,439,26.03,20.39,11427.17,8951.210000000001,2475.959999999999,21.667306953515165
262,SEO Mastery,Social Media,2022,26-35,Female,Medium,Leeds,Instagram,13.26,449,47.22,20.73,21201.78,9307.77,11894.009999999998,56.09911054637865
263,Email Marketing Guide,Digital,2017,18-25,Male,High,Birmingham,Instagram,41.94,258,58.56,23.78,15108.480000000001,6135.240000000001,8973.240000000002,59.39207650273225
264,Social Media Strategy,Branding,2023,36-45,Female,Medium,Leeds,Instagram,24.3,255,31.9,14.82,8134.5,3779.1,4355.4,53.5423197492163
265,Consumer Psychology,Digital,2018,56+,Male,Low,Glasgow,Instagram,13.5,437,53.05,42.36,23182.85,18511.32,4671.529999999999,20.15080113100848
266,Marketing Analytics,SEO,2020,36-45,Male,Low,Leeds,Email,17.68,84,38.29,18.07,3216.36,1517.88,1698.48,52.80752154609558
267,Digital Marketing 101,Digital,2024,26-35,Female,Low,Glasgow,Organic,17.04,166,17.86,10.73,2964.7599999999998,1781.18,1183.5799999999997,39.92161254199328
268,Marketing Analytics,Digital,2019,46-55,Male,Medium,Manchester,Instagram,28.36,232,44.53,32.92,10330.960000000001,7637.4400000000005,2693.5200000000004,26.072310801706717
269,Digital Marketing 101,Analytics,2024,36-45,Male,Low,Glasgow,Facebook,15.55,199,35.67,14.56,7098.33,2897.44,4200.889999999999,59.18138491729744
270,Brand Management,Social Media,2015,46-55,Male,Medium,London,Instagram,10.56,482,42.53,27.3,20499.46,13158.6,7340.859999999999,35.81001645897013
271,Marketing Analytics,Branding,2023,56+,Male,Low,London,Organic,10.57,61,54.48,27.83,3323.2799999999997,1697.6299999999999,1625.6499999999999,48.91703377386197
272,Advertising Strategy,Digital,2015,36-45,Male,Low,London,Instagram,31.25,447,32.02,23.85,14312.94,10660.95,3651.99,25.515302935665208
273,Advertising Strategy,Branding,2022,18-25,Male,Medium,Birmingham,Email,38.06,97,55.06,28.27,5340.820000000001,2742.19,2598.6300000000006,48.65601162368326
274,Content Marketing,Digital,2023,46-55,Female,Low,Birmingham,Google Ads,19.47,322,47.53,32.07,15304.66,10326.54,4978.119999999999,32.52682516305491
275,Social Media Strategy,SEO,2023,56+,Female,High,Birmingham,Google Ads,6.56,348,34.43,23.06,11981.64,8024.879999999999,3956.76,33.02352599477201
276,Digital Marketing 101,Digital,2015,18-25,Female,Medium,Glasgow,Organic,10.73,75,40.16,19.62,3011.9999999999995,1471.5,1540.4999999999995,51.14541832669322
277,Digital Marketing 101,Analytics,2016,18-25,Male,Medium,Birmingham,Google Ads,46.16,159,26.28,10.88,4178.52,1729.92,2448.6000000000004,58.599695585996955
278,Social Media Strategy,Social Media,2015,18-25,Female,Medium,Manchester,Google Ads,27.21,29,59.18,33.36,1716.22,967.4399999999999,748.7800000000001,43.62960459614735
279,Email Marketing Guide,SEO,2024,18-25,Male,High,London,Facebook,25.41,42,43.37,22.36,1821.54,939.12,882.42,48.44362462531704
280,Content Marketing,Digital,2016,36-45,Male,Medium,Glasgow,Organic,6.71,337,12.19,8.82,4108.03,2972.34,1135.6899999999996,27.645611156685803
281,Email Marketing Guide,Branding,2024,36-45,Male,Low,London,Organic,37.79,290,26.33,18.96,7635.7,5498.400000000001,2137.2999999999993,27.990884922142033
282,Email Marketing Guide,SEO,2022,36-45,Male,Low,Birmingham,Google Ads,28.76,55,41.17,23.99,2264.35,1319.4499999999998,944.9000000000001,41.729414622297796
283,Email Marketing Guide,SEO,2019,56+,Female,Low,Glasgow,Google Ads,14.09,82,12.82,8.24,1051.24,675.6800000000001,375.55999999999995,35.72542901716068
284,Social Media Strategy,Digital,2025,56+,Male,Medium,Leeds,Google Ads,9.95,363,11.19,7.18,4061.97,2606.3399999999997,1455.63,35.835567470956214
285,Email Marketing Guide,SEO,2021,56+,Female,Low,Manchester,Email,22.25,322,32.5,23.75,10465.0,7647.5,2817.5,26.923076923076923
286,Advertising Strategy,Branding,2016,26-35,Male,Medium,Birmingham,Instagram,42.67,352,26.63,15.18,9373.76,5343.36,4030.4000000000005,42.99662035298536
287,SEO Mastery,SEO,2022,56+,Female,Low,Birmingham,Email,43.94,142,31.91,16.28,4531.22,2311.76,2219.46,48.9815104982764
288,Brand Management,Branding,2025,36-45,Female,High,Manchester,Organic,32.13,64,23.13,11.7,1480.32,748.8,731.52,49.416342412451364
289,Digital Marketing 101,Digital,2020,36-45,Female,High,Manchester,Facebook,37.74,70,18.24,11.21,1276.8,784.7,492.0999999999999,38.541666666666664
290,Digital Marketing 101,Social Media,2022,26-35,Female,High,Leeds,Instagram,10.18,354,44.46,25.77,15738.84,9122.58,6616.26,42.037786774628884
291,Brand Management,SEO,2015,26-35,Female,High,Birmingham,Facebook,31.47,17,35.73,20.58,607.41,349.85999999999996,257.55,42.40134340890009
292,Social Media Strategy,Social Media,2015,56+,Female,Medium,Birmingham,Organic,35.01,281,20.01,8.73,5622.81,2453.13,3169.6800000000003,56.37181409295352
293,Marketing Analytics,Branding,2021,46-55,Male,Low,London,Organic,14.03,255,25.98,17.86,6624.900000000001,4554.3,2070.6000000000004,31.254811393379526
294,Social Media Strategy,SEO,2022,26-35,Female,High,Glasgow,Facebook,44.61,185,39.59,19.22,7324.150000000001,3555.7,3768.4500000000007,51.45238696640566
295,Digital Marketing 101,Analytics,2017,18-25,Male,Medium,Glasgow,Facebook,13.77,125,13.61,6.52,1701.25,815.0,886.25,52.0940484937546
296,Digital Marketing 101,Social Media,2019,36-45,Female,High,London,Facebook,19.11,326,17.37,9.82,5662.62,3201.32,2461.2999999999997,43.465745538284395
297,Brand Management,SEO,2015,18-25,Male,High,Glasgow,Organic,32.93,280,13.66,6.71,3824.8,1878.8,1946.0000000000002,50.878477306002935
298,Email Marketing Guide,Social Media,2021,36-45,Female,Medium,Manchester,Google Ads,33.73,202,50.62,32.07,10225.24,6478.14,3747.0999999999995,36.64559462662979
299,Social Media Strategy,SEO,2019,36-45,Female,Medium,Glasgow,Facebook,36.47,159,47.62,26.12,7571.58,4153.08,3418.5,45.14909701805964
300,Consumer Psychology,Digital,2022,26-35,Male,Low,Glasgow,Instagram,10.04,140,47.67,27.63,6673.8,3868.2,2805.6000000000004,42.039018250472
301,Brand Management,Social Media,2022,26-35,Female,Low,London,Organic,43.23,111,45.82,28.17,5086.02,3126.8700000000003,1959.15,38.5202968136185
302,Advertising Strategy,Analytics,2023,18-25,Female,High,Leeds,Email,28.98,319,43.47,20.93,13866.93,6676.67,7190.26,51.85185185185185
303,Digital Marketing 101,Analytics,2021,36-45,Female,High,Glasgow,Email,26.21,279,33.85,15.65,9444.15,4366.35,5077.799999999999,53.76661742983752
304,Brand Management,Branding,2025,18-25,Male,Low,Glasgow,Instagram,49.15,301,42.11,31.67,12675.11,9532.67,3142.4400000000005,24.79221087627642
305,Social Media Strategy,SEO,2015,46-55,Female,Low,Leeds,Google Ads,38.32,219,11.92,6.84,2610.48,1497.96,1112.52,42.61744966442953
306,Digital Marketing 101,Social Media,2017,18-25,Male,Medium,London,Facebook,10.31,370,41.07,23.2,15195.9,8584.0,6611.9,43.51107864621378
307,Marketing Analytics,Branding,2022,56+,Female,Low,Leeds,Organic,39.04,347,48.89,20.25,16964.83,7026.75,9938.080000000002,58.58048680711803
308,Brand Management,Social Media,2017,18-25,Female,Low,London,Facebook,9.29,76,35.02,20.98,2661.5200000000004,1594.48,1067.0400000000004,40.091376356367796
309,Content Marketing,SEO,2022,56+,Male,High,Manchester,Organic,6.24,19,27.88,17.33,529.72,329.27,200.45000000000005,37.84074605451938
310,Digital Marketing 101,Analytics,2015,56+,Female,Low,London,Email,23.16,58,23.87,14.88,1384.46,863.0400000000001,521.42,37.662337662337656
311,Social Media Strategy,Digital,2019,56+,Female,High,Manchester,Facebook,49.71,496,42.14,28.77,20901.44,14269.92,6631.519999999999,31.727574750830563
312,SEO Mastery,Analytics,2018,46-55,Male,Low,Manchester,Instagram,12.87,120,44.64,21.03,5356.8,2523.6000000000004,2833.2,52.88978494623655
313,Consumer Psychology,Branding,2019,18-25,Female,Medium,London,Google Ads,35.27,330,53.55,26.82,17671.5,8850.6,8820.9,49.91596638655462
314,Marketing Research,Digital,2022,18-25,Male,Low,Birmingham,Instagram,12.8,228,27.12,19.64,6183.360000000001,4477.92,1705.4400000000005,27.581120943952808
315,Email Marketing Guide,Branding,2024,46-55,Male,Low,London,Google Ads,37.62,66,48.49,37.77,3200.34,2492.82,707.52,22.107651062074655
316,Marketing Research,SEO,2018,36-45,Male,Low,Glasgow,Facebook,27.74,292,38.07,17.3,11116.44,5051.6,6064.84,54.55739427370633
317,Social Media Strategy,Digital,2025,26-35,Female,High,Glasgow,Facebook,35.6,468,54.14,32.43,25337.52,15177.24,10160.28,40.099741411156266
318,Advertising Strategy,Branding,2018,18-25,Male,Medium,Birmingham,Google Ads,14.13,122,36.39,17.67,4439.58,2155.7400000000002,2283.8399999999997,51.44270403957131
319,Advertising Strategy,SEO,2017,26-35,Male,Low,Manchester,Email,38.55,142,35.88,15.21,5094.96,2159.82,2935.14,57.608695652173914
320,SEO Mastery,Analytics,2021,46-55,Female,High,Birmingham,Organic,49.8,80,38.89,20.62,3111.2,1649.6000000000001,1461.5999999999997,46.978657752635634
321,Email Marketing Guide,SEO,2017,36-45,Male,Medium,Glasgow,Instagram,34.95,92,47.47,21.72,4367.24,1998.2399999999998,2369.0,54.24478618074574
322,Content Marketing,Social Media,2017,36-45,Female,High,Birmingham,Instagram,27.21,66,58.23,39.83,3843.18,2628.7799999999997,1214.4,31.598832217070242
323,SEO Mastery,SEO,2025,36-45,Female,High,London,Instagram,46.54,385,13.68,8.39,5266.8,3230.15,2036.65,38.66959064327485
324,Marketing Research,SEO,2024,46-55,Female,Medium,Birmingham,Facebook,5.71,358,12.67,5.8,4535.86,2076.4,2459.4599999999996,54.22257300710339
325,SEO Mastery,Social Media,2019,56+,Female,Low,Manchester,Instagram,37.85,280,56.88,22.96,15926.400000000001,6428.8,9497.600000000002,59.63431786216597
326,Marketing Research,Branding,2019,56+,Male,High,London,Organic,44.99,492,36.49,26.39,17953.08,12983.880000000001,4969.200000000001,27.67881611400384
327,Digital Marketing 101,Branding,2020,26-35,Male,High,Leeds,Organic,7.78,120,40.75,19.17,4890.0,2300.4,2589.6,52.95705521472392
328,Advertising Strategy,SEO,2022,56+,Male,Low,Glasgow,Google Ads,25.25,366,34.12,21.92,12487.919999999998,8022.72,4465.199999999998,35.75615474794841
329,Digital Marketing 101,Social Media,2024,56+,Male,Low,Glasgow,Facebook,14.21,384,14.68,7.85,5637.12,3014.3999999999996,2622.7200000000003,46.52588555858311
330,Consumer Psychology,Social Media,2020,36-45,Male,Medium,Birmingham,Organic,30.49,85,48.4,30.7,4114.0,2609.5,1504.5,36.570247933884296
331,Email Marketing Guide,Analytics,2015,36-45,Female,Medium,London,Email,34.23,167,47.36,24.92,7909.12,4161.64,3747.4799999999996,47.38175675675676
332,Content Marketing,Branding,2022,26-35,Male,Medium,Leeds,Facebook,18.62,29,25.59,11.13,742.11,322.77000000000004,419.34,56.50644783118405
333,Marketing Research,Digital,2022,18-25,Male,Low,London,Facebook,25.7,430,25.31,12.38,10883.3,5323.400000000001,5559.899999999999,51.08652706440141
334,Content Marketing,Branding,2023,26-35,Male,High,Glasgow,Organic,17.57,140,51.89,24.66,7264.6,3452.4,3812.2000000000003,52.47639236847177
335,Marketing Research,Branding,2023,26-35,Female,High,London,Email,21.62,338,13.62,7.78,4603.5599999999995,2629.64,1973.9199999999996,42.878120411160054
336,Social Media Strategy,Analytics,2016,46-55,Female,Medium,Leeds,Google Ads,12.18,131,54.06,35.86,7081.860000000001,4697.66,2384.2000000000007,33.6662967073622
337,SEO Mastery,Digital,2016,46-55,Male,Low,Birmingham,Organic,44.85,50,22.83,11.54,1141.5,577.0,564.5,49.452474813841434
338,Consumer Psychology,Analytics,2017,26-35,Female,High,Manchester,Email,5.45,176,39.65,16.05,6978.4,2824.8,4153.599999999999,59.52080706179066
339,Advertising Strategy,Digital,2015,26-35,Male,Medium,London,Facebook,44.71,419,56.8,34.51,23799.199999999997,14459.689999999999,9339.509999999998,39.24295774647887
340,Marketing Research,SEO,2018,26-35,Male,High,Manchester,Email,30.73,139,43.91,28.2,6103.49,3919.7999999999997,2183.69,35.77772716920975
341,Content Marketing,Digital,2018,56+,Female,High,Glasgow,Facebook,19.92,32,30.72,24.12,983.04,771.84,211.19999999999993,21.484374999999993
342,Consumer Psychology,Analytics,2023,46-55,Female,Low,Birmingham,Organic,37.54,288,44.48,28.28,12810.24,8144.64,4665.599999999999,36.42086330935251
343,Marketing Analytics,Branding,2023,26-35,Male,Low,Birmingham,Organic,27.85,260,27.2,16.01,7072.0,4162.6,2909.3999999999996,41.139705882352935
344,Marketing Analytics,Digital,2023,36-45,Male,High,London,Instagram,27.46,478,23.86,15.02,11405.08,7179.5599999999995,4225.52,37.04945515507126
345,Digital Marketing 101,Digital,2024,36-45,Female,Medium,Birmingham,Instagram,9.96,409,59.83,46.14,24470.469999999998,18871.260000000002,5599.2099999999955,22.88149757646664
346,Advertising Strategy,Social Media,2021,56+,Male,Low,London,Instagram,22.53,18,47.54,34.77,855.72,625.86,229.86,26.861590239798065
347,Social Media Strategy,Branding,2016,56+,Female,High,London,Organic,15.85,22,42.24,22.35,929.2800000000001,491.70000000000005,437.58000000000004,47.08806818181818
348,Content Marketing,SEO,2024,18-25,Male,Low,Manchester,Google Ads,5.71,421,27.76,13.74,11686.960000000001,5784.54,5902.420000000001,50.50432276657061
349,SEO Mastery,Analytics,2019,18-25,Female,Low,Birmingham,Organic,21.2,420,12.46,6.29,5233.200000000001,2641.8,2591.4000000000005,49.51845906902087
350,SEO Mastery,SEO,2018,18-25,Male,Low,London,Email,9.04,316,11.55,6.95,3649.8,2196.2000000000003,1453.6,39.82683982683982
351,Content Marketing,Branding,2025,56+,Male,High,Manchester,Organic,16.56,329,37.71,26.31,12406.59,8655.99,3750.6000000000004,30.23070803500398
352,Email Marketing Guide,Digital,2022,56+,Female,Medium,Leeds,Organic,9.16,61,48.1,28.92,2934.1,1764.1200000000001,1169.9799999999998,39.87525987525987
353,Social Media Strategy,Digital,2016,56+,Male,Medium,Manchester,Facebook,9.54,218,36.87,15.75,8037.66,3433.5,4604.16,57.28234336859235
354,Consumer Psychology,Branding,2020,36-45,Male,Medium,Manchester,Facebook,13.96,47,52.04,35.88,2445.88,1686.3600000000001,759.52,31.053036126056877
