Customer_ID,Customer_Age,Customer_Gender,Customer_Region,Corporate_Segment,Book_Category,Book_Title,Units_Sold,Unit_Cost,Unit_Price,Revenue,Profit,Profit_Margin,Purchase_Date
f71a6c45-ef0e-4de4-8ca7-0b26e911b7a9,59,Female,Birmingham,Corporate,Technology,Advanced Python for Business,15,23.38,32.6,489.02,138.31,0.28,2025-09-25
7a917014-c357-44a8-89b7-f8ed6f22501c,49,Male,Glasgow,Corporate,Technology,Data Analytics Handbook,13,7.03,15.33,199.28,107.94,0.54,2024-04-21
c2366628-bef8-406d-8418-b7acc7375c92,61,Female,Birmingham,Corporate,Data Science,Corporate Finance Guide,3,17.01,30.9,92.7,41.66,0.45,2025-06-20
78359d6e-2b69-4ba4-b1f5-e919a40ac563,49,Male,Birmingham,SME,Finance,Data Analytics Handbook,40,26.97,43.93,1757.09,678.46,0.39,2024-06-21
8501a183-ddeb-4a89-b5aa-a2b0ea0d2886,57,Male,Birmingham,Enterprise,Leadership,Data Analytics Handbook,42,25.93,41.39,1738.27,649.41,0.37,2024-09-17
943509e5-1b2b-4d3f-8e53-05e225487330,44,Female,Manchester,SME,Data Science,Advanced Python for Business,31,27.02,45.1,1398.08,560.41,0.4,2024-12-07
06f961f9-7476-49db-abf3-330412f2d2a2,33,Male,Manchester,Corporate,Marketing,Corporate Finance Guide,29,25.45,42.93,1245.0,506.98,0.41,2025-08-25
9a79758f-131f-44b8-be7b-5b5dae2c4403,45,Male,Birmingham,Enterprise,Marketing,Advanced Python for Business,34,19.0,25.73,874.95,229.08,0.26,2026-01-10
5a315d7a-efea-403e-9321-72d88eb779e2,36,Female,Glasgow,Corporate,Leadership,Leadership Principles,28,15.81,33.41,935.42,492.85,0.53,2026-01-21
58ac9d72-beb0-42f1-9015-d97ed662c835,38,Female,London,Enterprise,Finance,Advanced Python for Business,27,22.2,28.21,761.8,162.47,0.21,2024-04-06
418eb5a7-1dab-455e-9cd4-530988745b4e,50,Female,Leeds,SME,Marketing,Leadership Principles,14,6.87,24.65,345.15,249.01,0.72,2025-11-20
ed283c0d-571e-4f4d-9c7e-c5103df5d8e5,54,Female,Birmingham,SME,Technology,Advanced Python for Business,11,23.96,29.33,322.58,59.06,0.18,2024-09-15
66e560ad-213f-42e0-96a6-1f543e0d43f2,38,Male,Glasgow,Corporate,Data Science,Data Analytics Handbook,4,8.97,21.0,84.01,48.11,0.57,2024-05-17
24aa78f1-46f7-43ac-9ef9-1f07aa20c1fb,35,Female,Birmingham,SME,Marketing,Corporate Finance Guide,47,12.46,30.06,1412.75,827.16,0.59,2024-08-05
8f69ea1c-4087-43f5-b82d-327f8213135f,42,Male,Glasgow,SME,Leadership,Marketing Strategy 2026,29,29.08,34.55,1001.96,158.62,0.16,2025-07-25
c5ccb3ef-15e9-48d3-a1b8-c9e284428e73,59,Male,Manchester,Corporate,Marketing,Corporate Finance Guide,1,11.86,31.62,31.62,19.76,0.63,2025-06-27
ee474f05-7eeb-4993-b1fb-47f0ea266ac5,37,Male,Leeds,Enterprise,Finance,Corporate Finance Guide,15,21.29,31.82,477.29,157.92,0.33,2024-12-07
e73e1fe5-fa68-4e38-9637-0b3abf2db35e,28,Male,Glasgow,Corporate,Leadership,Advanced Python for Business,27,7.28,14.58,393.77,197.23,0.5,2025-05-15
d4ebbb48-e388-4d2b-b659-f558a0dd9144,51,Female,London,Enterprise,Leadership,Leadership Principles,25,20.42,37.36,934.11,423.7,0.45,2024-08-28
e4e131a6-988d-4f80-86a0-4c3ad33ba589,23,Female,Birmingham,Corporate,Finance,Data Analytics Handbook,22,15.76,23.77,522.84,176.17,0.34,2025-11-28
5979a8ba-22dd-4902-b5ba-ff6203402532,52,Female,Birmingham,Corporate,Finance,Corporate Finance Guide,46,6.81,17.7,814.13,500.82,0.62,2026-01-05
29e9ac71-e68b-4dd4-8e9b-f5f0d224f8c8,43,Male,London,Corporate,Leadership,Corporate Finance Guide,11,28.82,47.43,521.77,204.79,0.39,2025-07-18
15521f03-09c9-48e6-a6c6-7fe532dd2c20,49,Female,London,Enterprise,Technology,Leadership Principles,22,19.27,24.55,540.06,116.06,0.21,2024-12-29
f7e6bc45-aa57-4756-b018-cf6901585bbd,34,Female,London,Corporate,Leadership,Advanced Python for Business,41,6.81,19.82,812.79,533.56,0.66,2025-03-26
42c989f5-f506-4204-b91d-13a350d11f93,47,Female,Manchester,Enterprise,Technology,Advanced Python for Business,39,14.92,21.91,854.64,272.64,0.32,2024-12-07
5660d096-c267-4efd-8531-49c3f57315bd,24,Male,London,Enterprise,Finance,Corporate Finance Guide,11,9.19,15.76,173.31,72.25,0.42,2024-05-19
4a871e02-2f15-4c05-b8b1-c3398ea01172,41,Female,Birmingham,SME,Marketing,Leadership Principles,28,22.73,40.79,1142.15,505.81,0.44,2025-08-13
181d2630-4bc9-463a-8b05-6c22b730757b,47,Male,Birmingham,SME,Finance,Leadership Principles,22,18.83,32.79,721.32,307.17,0.43,2025-10-03
fc71b790-42b7-4ea2-9426-14500f26ef28,44,Female,Glasgow,Corporate,Data Science,Marketing Strategy 2026,12,23.29,29.51,354.17,74.69,0.21,2024-07-07
beb0b478-316e-4378-9924-044dd867fd07,29,Male,Glasgow,SME,Marketing,Leadership Principles,36,10.48,30.12,1084.26,706.97,0.65,2025-08-09
a73e6a71-783f-4458-849a-c037ed890b34,58,Female,London,SME,Marketing,Leadership Principles,22,18.88,34.67,762.79,347.34,0.46,2025-05-15
aff9d3c6-7220-4536-bf07-3c2a868a86e3,36,Male,Leeds,Corporate,Data Science,Advanced Python for Business,29,9.99,25.19,730.57,440.9,0.6,2026-02-20
4e42e64f-f16b-4ce0-8c18-f508ea447a17,49,Female,Leeds,Enterprise,Finance,Marketing Strategy 2026,4,23.57,34.95,139.8,45.53,0.33,2025-11-12
ccac0d42-d771-4dab-a88e-39c7499ff9f4,57,Female,Manchester,Enterprise,Technology,Marketing Strategy 2026,34,19.47,31.05,1055.57,393.69,0.37,2025-04-14
ea7cb19f-c4cc-4f31-983b-222abf949ee8,24,Male,Manchester,Corporate,Finance,Marketing Strategy 2026,12,19.81,38.49,461.93,224.23,0.49,2024-08-29
7e7f91cd-1afe-49e8-8783-894f9e9f7ed7,44,Female,Leeds,Enterprise,Technology,Data Analytics Handbook,30,24.4,35.48,1064.39,332.39,0.31,2024-09-26
8b690dbe-d314-4822-b93c-22894ed9b86c,35,Female,London,Enterprise,Finance,Marketing Strategy 2026,47,26.36,38.74,1820.96,582.06,0.32,2025-12-06
6bb380d4-59e8-4452-bd14-300dcf8585c2,58,Male,London,Corporate,Marketing,Advanced Python for Business,35,12.8,23.79,832.63,384.5,0.46,2024-03-01
5a422cb8-6a8b-4b65-af4b-719b7d3079ed,50,Female,Leeds,Enterprise,Finance,Corporate Finance Guide,10,6.84,14.38,143.84,75.46,0.52,2024-09-14
2b1c7119-751c-4221-831c-b758cafed045,22,Male,Leeds,Corporate,Marketing,Data Analytics Handbook,12,16.24,30.05,360.65,165.82,0.46,2024-08-02
a805ea67-3e6c-42ef-b63b-be214fc54f57,49,Male,Leeds,SME,Data Science,Leadership Principles,49,13.92,26.92,1319.13,637.13,0.48,2024-05-23
e599f06c-5620-43bd-a902-ea1b8ca69f87,41,Female,Glasgow,Corporate,Marketing,Data Analytics Handbook,37,11.74,17.6,651.2,216.68,0.33,2024-07-19
e3a6d1d0-aec3-4d2b-a898-ee9c2843107f,35,Female,Manchester,Corporate,Technology,Marketing Strategy 2026,49,28.35,38.09,1866.37,477.37,0.26,2025-11-12
9ace7af3-d967-4c28-a95d-e5b6870733e0,60,Male,Birmingham,Enterprise,Leadership,Leadership Principles,29,5.12,24.4,707.62,559.04,0.79,2025-11-08
f0ea8d3b-bfa3-4856-93d1-3a4623d0bb04,63,Female,Manchester,Corporate,Finance,Data Analytics Handbook,16,8.14,15.13,242.15,111.85,0.46,2025-08-06
2bc0ff13-3ed3-4340-a16b-997da623b06e,55,Male,Manchester,SME,Technology,Advanced Python for Business,22,16.09,34.12,750.55,396.49,0.53,2025-09-10
657fa57c-78be-443f-9dfe-6b7e0645f729,61,Male,Leeds,SME,Finance,Leadership Principles,47,11.1,28.57,1342.64,820.77,0.61,2024-08-12
39274aa7-6e16-4ec3-8d91-8061ee46cabd,35,Male,Glasgow,Corporate,Technology,Leadership Principles,16,21.91,30.15,482.37,131.76,0.27,2024-04-20
7fecab3c-a13e-4d4e-9295-c9a7a04e968e,54,Male,London,Corporate,Finance,Data Analytics Handbook,9,8.98,23.06,207.51,126.67,0.61,2024-04-07
292bda7e-638e-454a-b350-d61ea08794a6,55,Male,Leeds,Enterprise,Marketing,Advanced Python for Business,4,19.18,35.25,141.01,64.31,0.46,2025-03-12
11adba9a-7ccd-4fc6-99c2-80af9f1bd33c,32,Male,London,Corporate,Finance,Leadership Principles,19,24.06,41.02,779.46,322.38,0.41,2025-01-07
12c431d0-629b-4f13-8dd8-98b2beddf659,50,Male,London,Corporate,Finance,Marketing Strategy 2026,19,20.25,33.7,640.25,255.58,0.4,2024-06-11
fcef0129-266c-45f2-8e88-a156f0176018,29,Female,Manchester,Enterprise,Finance,Marketing Strategy 2026,35,10.68,16.78,587.29,213.43,0.36,2024-09-03
af1c5dc7-4418-453f-bd35-ba975be93573,27,Female,Glasgow,Corporate,Technology,Corporate Finance Guide,2,18.56,37.83,75.66,38.54,0.51,2025-11-03
6df8d76b-28e9-4e28-a36e-0d0f3a25f4a8,36,Female,Leeds,SME,Marketing,Advanced Python for Business,37,14.5,25.49,943.03,406.35,0.43,2025-07-30
3532a55f-622e-43e0-9b7e-3f8a73ee2198,44,Male,Glasgow,SME,Finance,Leadership Principles,21,22.89,35.71,749.82,269.19,0.36,2024-06-04
225f267e-b453-4ff6-a084-6207f3b3244a,34,Female,Birmingham,Enterprise,Data Science,Leadership Principles,21,28.18,34.08,715.68,123.98,0.17,2025-03-02
2f4cc12e-49c4-472d-9508-cb468af241ed,50,Male,Leeds,SME,Technology,Leadership Principles,27,11.42,20.69,558.7,250.37,0.45,2025-06-25
bb59ccb1-8971-4c67-9621-2b7d13fb38e2,25,Female,London,Enterprise,Marketing,Leadership Principles,13,22.94,33.94,441.21,142.98,0.32,2025-06-20
4043be9b-9476-4626-b5b0-caad6c5b53d9,63,Male,Manchester,Enterprise,Finance,Leadership Principles,7,9.54,22.41,156.89,90.14,0.57,2024-11-15
58f79e18-5181-4e08-b916-7c24534b38bf,43,Female,Glasgow,Enterprise,Leadership,Corporate Finance Guide,13,6.09,20.58,267.57,188.46,0.7,2024-04-20
fce713a4-cc46-4d72-bada-89fd78056d9a,63,Female,London,Enterprise,Marketing,Data Analytics Handbook,24,24.84,39.54,949.02,352.78,0.37,2025-11-20
da1d624a-1737-4447-90f1-6f0dd2b3b5c0,60,Female,London,Enterprise,Marketing,Leadership Principles,36,12.55,28.53,1027.11,575.26,0.56,2026-01-02
1fdd73b4-d5a2-46f2-b60b-8f01ff0cd452,56,Female,Manchester,Corporate,Data Science,Corporate Finance Guide,5,8.74,20.1,100.51,56.8,0.57,2024-03-13
a9622e64-4bce-44c3-a450-f53424ad02b4,49,Male,Birmingham,Enterprise,Finance,Data Analytics Handbook,35,9.46,19.15,670.08,338.94,0.51,2025-05-16
2af924cd-a9af-4986-b4d5-04d90dcafcd2,56,Male,Glasgow,Enterprise,Marketing,Advanced Python for Business,2,19.86,32.31,64.63,24.9,0.39,2024-09-02
5f182f19-34ab-4b67-8c18-fe7be4ea4c8a,32,Male,Leeds,Enterprise,Marketing,Leadership Principles,49,15.7,31.47,1541.98,772.43,0.5,2024-12-23
8f7f6328-2b2c-4a68-bce9-fea760c871aa,57,Female,Glasgow,Corporate,Leadership,Marketing Strategy 2026,39,23.11,36.78,1434.59,533.36,0.37,2026-01-11
a490be06-79f0-45c4-8a05-f82499fc3dd5,62,Male,Leeds,Corporate,Finance,Leadership Principles,6,15.03,25.53,153.2,63.03,0.41,2024-04-24
06054797-2293-4a37-8ccf-5ef841f5fd09,53,Male,Manchester,SME,Leadership,Data Analytics Handbook,27,6.69,23.7,639.78,459.14,0.72,2024-10-16
b072cb7d-3e07-4152-bb6d-2e3fd60f0e04,44,Female,Manchester,Enterprise,Finance,Marketing Strategy 2026,2,16.42,24.28,48.55,15.71,0.32,2025-03-26
fd5d461c-a7b8-4cb3-9bac-050734417784,43,Female,Manchester,Corporate,Data Science,Data Analytics Handbook,8,23.27,35.24,281.95,95.82,0.34,2024-04-29
8732c6e3-b21f-42e7-ac39-adab62e23efa,63,Female,London,SME,Leadership,Corporate Finance Guide,16,22.25,30.26,484.23,128.22,0.26,2025-07-15
b403b986-7268-4825-802f-60fcc27ad486,37,Female,Glasgow,SME,Leadership,Marketing Strategy 2026,3,12.52,32.24,96.72,59.16,0.61,2025-05-26
4d30fe17-d0a1-4df6-8253-c657a4c8fa53,22,Male,Glasgow,Enterprise,Technology,Corporate Finance Guide,40,8.81,28.7,1147.91,795.49,0.69,2024-09-18
4bef7a79-e3b2-44b7-be8a-709da6746064,35,Female,London,SME,Technology,Data Analytics Handbook,34,20.21,32.81,1115.7,428.49,0.38,2024-05-11
f1b318d8-70a9-4a40-8ecc-587b8012cd2f,30,Male,Birmingham,SME,Leadership,Advanced Python for Business,27,14.0,20.32,548.59,170.5,0.31,2025-02-17
37d47e29-de3e-45b3-b66a-283ac3c39cd5,43,Male,Leeds,Corporate,Leadership,Advanced Python for Business,35,20.01,32.75,1146.25,445.73,0.39,2024-09-27
1b4c97ce-6ad3-4ee9-ab97-0d12cde26bc2,39,Male,Birmingham,Enterprise,Technology,Marketing Strategy 2026,38,17.53,28.49,1082.49,416.39,0.38,2025-06-20
75862c8d-c300-433a-ac09-74ccf6b52dd9,36,Male,Birmingham,Enterprise,Marketing,Advanced Python for Business,9,24.75,34.32,308.89,86.13,0.28,2024-10-24
47ab3058-3b72-46f7-86ef-1090627ece3a,31,Male,Manchester,Corporate,Data Science,Corporate Finance Guide,18,10.59,29.95,539.1,348.48,0.65,2024-11-15
e315d756-0a49-4a5c-933f-9bd67f426c04,37,Female,Glasgow,SME,Marketing,Corporate Finance Guide,46,28.07,40.37,1857.24,566.07,0.3,2025-04-11
204fd4a1-8c45-4577-8c87-aa50350c9534,29,Male,Manchester,Corporate,Leadership,Data Analytics Handbook,34,25.63,40.62,1381.24,509.82,0.37,2026-01-01
237b28ac-c1f6-4f24-987b-59c45fa9497d,49,Male,Leeds,Enterprise,Data Science,Leadership Principles,32,18.74,38.23,1223.22,623.59,0.51,2025-06-13
8ef5a220-6345-4e49-b679-e6c0f9d67ffc,23,Female,Birmingham,SME,Marketing,Data Analytics Handbook,43,26.29,31.29,1345.52,215.21,0.16,2025-10-01
244116ca-346d-4ee9-9657-a9c6f847b22c,32,Female,Glasgow,SME,Finance,Marketing Strategy 2026,2,24.52,36.42,72.83,23.79,0.33,2024-10-23
3d65327b-98c0-42e7-a5cd-7229e9f4aa9f,28,Female,Leeds,Corporate,Leadership,Leadership Principles,28,9.27,15.39,430.81,171.34,0.4,2024-07-21
723d380f-ac50-483a-88ad-d53eb75af694,50,Female,Leeds,Enterprise,Technology,Data Analytics Handbook,39,29.92,47.13,1837.95,671.17,0.37,2025-11-18
2cb5bd71-3646-4864-af7a-f816c45281ce,28,Male,Leeds,Enterprise,Data Science,Data Analytics Handbook,35,27.17,38.91,1361.92,411.14,0.3,2025-09-28
c131f7f0-9ebc-4ffc-a174-9464f935b6c8,48,Male,Glasgow,Enterprise,Technology,Data Analytics Handbook,2,24.23,29.4,58.8,10.33,0.18,2025-07-30
f063bd8b-f5fc-4028-ba2c-045ba815a37b,42,Male,Manchester,Corporate,Data Science,Leadership Principles,45,10.38,15.56,700.28,233.18,0.33,2025-11-23
f570ba66-d7c1-45fe-83b5-5ca894f44a4f,42,Female,Glasgow,Enterprise,Leadership,Advanced Python for Business,11,14.29,23.27,256.0,98.87,0.39,2025-07-17
e96f1494-555f-44db-bfaf-9e9fe8ed8f95,56,Male,Glasgow,Corporate,Technology,Data Analytics Handbook,40,13.12,29.18,1167.09,642.41,0.55,2025-02-04
84af93e6-50c1-458d-85ee-1f625f01f23b,30,Male,London,Enterprise,Leadership,Data Analytics Handbook,17,28.91,35.9,610.35,118.95,0.19,2025-04-20
57c99549-a0b3-4d03-93bb-89642d808fdd,42,Female,Birmingham,SME,Technology,Marketing Strategy 2026,40,11.98,30.94,1237.56,758.19,0.61,2025-03-14
41f5b094-1649-4b5c-9268-5096d30b58b5,44,Female,Glasgow,SME,Data Science,Leadership Principles,17,16.25,24.66,419.18,142.88,0.34,2025-05-21
3f939428-34e2-4a26-b4d8-aab89db4fbac,29,Male,Birmingham,Corporate,Data Science,Marketing Strategy 2026,13,17.81,33.01,429.12,197.64,0.46,2025-11-09
4336dc35-58ba-4e33-b72a-767d873fbbf0,41,Male,Manchester,SME,Leadership,Marketing Strategy 2026,5,6.78,11.96,59.82,25.91,0.43,2025-08-15
185f6ee5-a494-44b2-9dcb-30f39f2c292e,64,Female,Glasgow,Corporate,Technology,Leadership Principles,28,29.27,48.4,1355.3,535.77,0.4,2025-06-28
23d85b5b-1818-4761-80bd-3699218346bd,46,Male,Manchester,SME,Technology,Marketing Strategy 2026,40,27.47,44.21,1768.39,669.49,0.38,2025-11-27
7a0b7f5d-e3c9-428b-8ad8-1fa273970403,62,Male,London,Enterprise,Technology,Advanced Python for Business,14,8.03,22.26,311.64,199.15,0.64,2025-03-15
34320f9f-441b-4fdd-a058-f7d0a0240b4b,23,Female,Glasgow,Corporate,Leadership,Advanced Python for Business,40,24.97,34.36,1374.41,375.69,0.27,2025-03-04
ae2cf27a-a8f0-4c05-bea2-1aebe4110c08,39,Male,London,Corporate,Marketing,Leadership Principles,40,8.2,18.28,731.06,402.96,0.55,2025-04-03
f5592072-c04f-4bdc-a2e9-13f2294874e3,41,Male,Leeds,SME,Finance,Data Analytics Handbook,30,14.72,22.17,665.15,223.66,0.34,2026-02-07
06031df5-0465-41c7-b46a-b4cda19058de,33,Male,Manchester,Corporate,Data Science,Data Analytics Handbook,39,12.15,29.39,1146.09,672.33,0.59,2024-05-30
2c61c29b-bb11-456b-8422-d6d5beb80373,28,Male,Leeds,SME,Marketing,Corporate Finance Guide,46,29.46,45.68,2101.41,746.25,0.36,2025-02-26
66760a83-803a-453e-8fea-6b6b25c64548,23,Male,Glasgow,SME,Leadership,Marketing Strategy 2026,18,28.43,34.08,613.48,101.66,0.17,2025-03-24
0c644f23-eff0-41d2-aeed-e15e49930154,45,Female,Glasgow,Enterprise,Marketing,Data Analytics Handbook,23,29.13,41.45,953.45,283.5,0.3,2026-02-04
599e63f6-eeba-4c6e-ad04-07ab3b6e1552,44,Male,Leeds,SME,Finance,Data Analytics Handbook,19,19.76,32.38,615.3,239.88,0.39,2025-05-10
5b32825a-6475-4e22-b52d-bde57ed767ab,29,Male,Leeds,Corporate,Marketing,Corporate Finance Guide,16,9.0,20.93,334.8,190.77,0.57,2024-06-19
71375775-c607-474d-93e5-b17aede9b86a,55,Male,London,Enterprise,Data Science,Marketing Strategy 2026,42,11.95,19.86,833.99,332.19,0.4,2025-06-26
e0fac58a-5f33-4e82-919d-106ef9750142,30,Female,Leeds,Enterprise,Technology,Advanced Python for Business,13,9.7,20.03,260.41,134.3,0.52,2024-10-14
6fbe69eb-4d4f-4673-a040-986531df7dbc,35,Male,Manchester,Corporate,Finance,Leadership Principles,14,26.0,43.49,608.85,244.86,0.4,2024-03-14
09b57795-4a87-4bcf-9cd5-908067e6dcbb,40,Male,Manchester,SME,Data Science,Leadership Principles,6,13.17,20.41,122.44,43.4,0.35,2024-03-03
2d4bc0e7-dc7a-4501-a4e9-534a56249416,47,Male,Glasgow,Enterprise,Data Science,Advanced Python for Business,35,23.05,41.34,1447.06,640.25,0.44,2024-08-24
71272cba-918e-4095-aa43-6d69d4b4684a,41,Male,Leeds,Corporate,Marketing,Data Analytics Handbook,45,20.49,30.82,1387.0,464.96,0.34,2026-01-18
45bd718a-0429-499d-9f18-b2450df4d1fd,45,Female,Manchester,SME,Leadership,Leadership Principles,4,19.5,32.92,131.69,53.69,0.41,2024-09-13
7a33598c-842f-4cca-a7f7-ef4f6f5bd404,43,Female,Glasgow,Enterprise,Technology,Data Analytics Handbook,19,13.05,27.6,524.4,276.4,0.53,2025-11-24
f3d47a95-c5cb-40ea-860b-280a82616fc0,57,Female,London,SME,Finance,Advanced Python for Business,48,24.72,37.47,1798.77,612.43,0.34,2024-11-10
edb9a7e4-41e6-4ba4-b8af-c871567d5e09,32,Male,Leeds,Enterprise,Data Science,Corporate Finance Guide,28,14.29,20.22,566.26,166.27,0.29,2025-02-18
152ecd6f-0ac9-414a-b690-1096580e8e7c,48,Male,Leeds,SME,Finance,Advanced Python for Business,48,15.53,30.07,1443.55,698.05,0.48,2024-03-12
52f6b82f-d824-4dee-b0ba-cba6d7103dcc,24,Male,Birmingham,Corporate,Data Science,Corporate Finance Guide,10,19.69,27.46,274.61,77.67,0.28,2026-01-26
2eacc6f0-fb66-44fd-b5b1-09502d89c092,63,Male,Manchester,SME,Data Science,Data Analytics Handbook,19,28.24,44.98,854.6,318.04,0.37,2026-01-18
35f0e9d6-2ed9-40ea-b8d6-ac9f9069f200,31,Female,Glasgow,Enterprise,Technology,Leadership Principles,21,16.54,28.76,603.9,256.49,0.42,2024-05-18
216d5eb1-a855-440c-8624-558d0ca10874,22,Female,London,Enterprise,Finance,Leadership Principles,35,6.25,24.8,868.17,649.55,0.75,2025-04-29
16aa0c43-b9b9-492b-85c8-0de7f7152c7b,45,Male,Leeds,Corporate,Leadership,Advanced Python for Business,20,8.28,19.27,385.33,219.65,0.57,2025-03-07
2d11f12d-c15c-4ba9-870a-8934cb1b2a6d,49,Female,Manchester,Enterprise,Technology,Corporate Finance Guide,35,12.05,20.98,734.31,312.4,0.43,2024-07-03
9cf44502-1a5f-4cf5-b74d-43a17a8e4fa4,57,Female,Birmingham,Enterprise,Technology,Marketing Strategy 2026,45,24.42,30.4,1367.92,269.12,0.2,2024-11-22
0ca6824e-12eb-4d03-bfd4-7440ba91fb86,48,Male,Manchester,SME,Leadership,Data Analytics Handbook,33,8.48,21.47,708.43,428.55,0.6,2025-01-18
c80ab4a2-c1a6-411d-b441-d32c37c1317b,58,Female,Glasgow,Enterprise,Data Science,Marketing Strategy 2026,14,6.31,17.59,246.24,157.95,0.64,2024-10-19
1d07d126-a051-4d03-9d4a-20779cd0158a,40,Male,London,Corporate,Leadership,Corporate Finance Guide,49,23.13,31.0,1518.84,385.53,0.25,2026-01-08
9845b035-b96b-4405-b015-e7dcf8815ac1,63,Male,London,Corporate,Data Science,Data Analytics Handbook,4,9.58,14.91,59.62,21.32,0.36,2025-08-03
28300395-537d-446b-801b-33ee47a325c7,60,Female,London,Corporate,Technology,Advanced Python for Business,41,26.5,42.35,1736.17,649.53,0.37,2025-01-05
d3fccde6-27ba-41ed-8293-2c72b1fb7070,43,Female,London,Enterprise,Technology,Advanced Python for Business,2,17.12,24.6,49.21,14.97,0.3,2025-11-23
03596bd9-7076-4ec7-9a32-297970ae7a24,43,Female,Leeds,SME,Technology,Marketing Strategy 2026,39,26.55,38.45,1499.63,464.19,0.31,2026-01-01
2931cda6-d8f4-4ad9-95dd-94353649af10,28,Male,Leeds,Enterprise,Leadership,Leadership Principles,32,6.3,23.09,738.98,537.41,0.73,2025-08-03
0f5d2773-f034-4e99-93fd-85b5a0be4d29,36,Female,Leeds,Enterprise,Marketing,Data Analytics Handbook,21,17.98,26.06,547.22,169.54,0.31,2024-08-24
de99be5c-8294-447c-8250-d54177dca6fa,23,Male,Birmingham,Corporate,Technology,Leadership Principles,26,16.28,36.06,937.45,514.15,0.55,2025-10-09
bfe8fe31-fd17-4b1a-81fd-8587244cb715,46,Male,Manchester,SME,Marketing,Data Analytics Handbook,23,24.96,35.54,817.36,243.32,0.3,2024-04-17
d01ce3a3-93eb-45c0-9314-2d3c0fc5f4e9,29,Female,Leeds,Corporate,Leadership,Data Analytics Handbook,10,29.11,37.17,371.68,80.56,0.22,2025-02-11
8a872e44-1e93-40e7-b39e-2824de472d31,36,Female,Manchester,Enterprise,Leadership,Leadership Principles,47,20.86,37.83,1778.16,797.53,0.45,2026-01-31
2df04fb7-78b1-475d-8324-f75b2dfe8ada,24,Male,Birmingham,SME,Technology,Marketing Strategy 2026,16,18.95,26.44,422.98,119.85,0.28,2024-07-29
ab95c799-73a0-4589-8fe9-f2075dd2c68e,29,Male,Leeds,SME,Data Science,Leadership Principles,1,29.59,36.7,36.7,7.11,0.19,2025-09-15
cec3322c-5a80-474c-914b-5c87ffe1f62a,53,Male,Leeds,SME,Finance,Data Analytics Handbook,19,24.96,44.48,845.14,370.81,0.44,2024-07-20
075f1720-ed05-41ec-a12b-b6c0e336c04b,55,Female,Leeds,Enterprise,Technology,Marketing Strategy 2026,13,29.6,44.62,580.08,195.24,0.34,2025-03-14
f03c07cf-b645-40e7-a65a-88abd31f7f86,24,Male,Leeds,Corporate,Leadership,Advanced Python for Business,25,9.06,14.24,356.12,129.73,0.36,2025-04-09
08946a53-51eb-4937-98b8-732a0493865a,49,Male,London,Enterprise,Technology,Marketing Strategy 2026,35,10.24,20.93,732.52,373.99,0.51,2024-12-03
d6aa0adb-9acf-4c05-a4e7-fa3719992978,30,Male,Manchester,Enterprise,Marketing,Leadership Principles,2,23.99,43.81,87.62,39.64,0.45,2025-05-20
81719162-f1fa-4f86-94bc-50f58decf868,49,Female,Manchester,Enterprise,Finance,Data Analytics Handbook,21,13.38,20.99,440.72,159.73,0.36,2025-11-09
ab0d7b6d-7fd5-4539-a34a-7faf3bd9bbac,39,Female,Birmingham,Corporate,Finance,Data Analytics Handbook,47,15.5,34.08,1601.92,873.28,0.55,2024-04-01
70797528-f964-4fc5-9311-c5a534a27654,56,Male,Leeds,Corporate,Technology,Advanced Python for Business,27,25.15,42.81,1155.9,476.71,0.41,2025-06-24
620733a9-2550-4212-9a6d-54d62eb3e192,60,Female,London,Corporate,Marketing,Leadership Principles,47,12.87,17.93,842.72,237.69,0.28,2024-04-28
297a20e7-296b-4f05-85da-04e0ab4e13eb,42,Male,London,Corporate,Data Science,Leadership Principles,15,26.66,34.89,523.39,123.49,0.24,2025-04-02
631c6c50-3107-49a8-bb4c-11f8b53efa1a,30,Male,Leeds,Corporate,Technology,Marketing Strategy 2026,39,28.46,46.53,1814.5,704.65,0.39,2024-05-29
fca4dcb4-63fa-4e6a-95ed-0d9f88ab3c4f,48,Female,Leeds,Corporate,Marketing,Marketing Strategy 2026,23,27.68,42.74,983.04,346.4,0.35,2026-01-31
dd9b7822-4649-4462-8fc7-a0aab69f02be,46,Female,Manchester,Enterprise,Finance,Marketing Strategy 2026,20,29.42,36.08,721.62,133.22,0.18,2024-07-14
057c28de-976d-4832-b558-c7f34bc5aa4a,30,Female,Leeds,Corporate,Finance,Marketing Strategy 2026,19,29.32,46.71,887.49,330.42,0.37,2025-12-02
97c8a586-e727-4e43-9869-7ed2ecf6a643,35,Female,Glasgow,Corporate,Leadership,Corporate Finance Guide,19,20.71,33.7,640.23,246.81,0.39,2025-12-11
a78baa0d-986a-483d-a27e-20a7289a68fe,35,Male,Glasgow,SME,Finance,Marketing Strategy 2026,25,11.05,16.23,405.84,129.65,0.32,2024-12-27
834f49a9-c391-4cbf-94d1-13a65b0575ea,49,Female,Manchester,Corporate,Data Science,Corporate Finance Guide,4,23.26,37.24,148.95,55.93,0.38,2025-11-03
1808b6b6-fe21-4de7-a39f-ab320d37feab,50,Female,London,Enterprise,Leadership,Marketing Strategy 2026,16,29.73,44.12,705.89,230.28,0.33,2025-04-14
