Book_Title,Author,Genre,Price,Quantity_Sold,Revenue,Cost,Profit,Profit_Margin (%),Customer_Age,Customer_Gender,Customer_Region,Customer_Income,Customer_Education
Advanced AI Systems,Emily Johnson,AI,90.75,13,1179.75,62.88788896572267,362.20744344560535,30.702050726476404,68,Female,USA,43600,Bachelor
AI Ethics and Society,Sarah Davis,Education,91.04,19,1729.7600000000002,56.38364237698148,658.4707948373521,38.06717665094302,53,Male,USA,114774,Master
Prompt Engineering Mastery,David Wilson,Technology,66.98,10,669.8000000000001,30.221060083031848,367.5893991696816,54.880471658656546,34,Female,UK,110777,PhD
Generative AI Applications,John Smith,Data Science,40.51,10,405.09999999999997,30.498125493826503,100.11874506173496,24.71457542871759,58,Other,India,39810,PhD
Deep Learning with Python,John Smith,Data Science,41.43,11,455.73,23.09221771325184,201.71560515422976,44.262086137456336,41,Other,USA,105703,High School
LLM Fine-Tuning Handbook,John Smith,Technology,75.34,7,527.38,55.08464135870901,141.78751048903695,26.88526498711308,19,Male,Australia,107347,PhD
Transformers Explained,Emily Johnson,Technology,90.74,18,1633.32,64.88683161159372,465.35703099131297,28.491479378891643,57,Female,Canada,77204,Master
Natural Language Processing Guide,Sarah Davis,Programming,89.84,4,359.36,58.37535284440802,125.85858862236793,35.02298214113088,32,Female,Germany,40085,High School
Prompt Engineering Mastery,Michael Brown,Data Science,80.19,2,160.38,47.936976767421406,64.50604646515718,40.22075474819628,49,Female,UK,66854,Bachelor
Natural Language Processing Guide,Sophia Taylor,Education,67.78,14,948.9200000000001,53.66958238443019,197.54584661797742,20.817966384729736,56,Male,UK,94797,Bachelor
Deep Learning with Python,Emily Johnson,AI,17.57,13,228.41,8.046814528685355,123.80141112709039,54.20139710480731,23,Female,Germany,104269,Master
AI Ethics and Society,Michael Brown,Programming,24.55,12,294.6,16.94102924455195,91.30764906537664,30.993770897955407,18,Other,India,59779,Master
Deep Learning with Python,Sophia Taylor,Data Science,90.87,7,636.09,43.297399616842156,333.0082026821049,52.352371941408435,64,Female,Germany,76207,High School
Intro to LLMs,Sophia Taylor,Technology,64.58,2,129.16,34.57001253694523,60.01997492610954,46.469475786706056,40,Male,USA,114615,High School
Machine Learning Foundations,Sarah Davis,Data Science,10.83,13,140.79,5.669282956292682,67.08932156819512,47.65205026507218,56,Female,Germany,53980,Master
Transformers Explained,David Wilson,Education,19.13,14,267.82,14.898719378176708,59.23792870552609,22.118560490451085,34,Female,UK,76117,Master
Machine Learning Foundations,John Smith,Programming,69.72,17,1185.24,54.86562908615942,252.52430553528984,21.305752888468987,51,Other,Germany,34141,Bachelor
Deep Learning with Python,Michael Brown,Technology,10.46,9,94.14000000000001,4.9497366186780996,49.592370431897116,52.679382230610905,58,Female,Canada,29344,Bachelor
AI Ethics and Society,Emily Johnson,Education,24.47,17,415.99,10.00368014899197,245.9274374671365,59.118593588099834,46,Other,Australia,35896,Bachelor
AI Ethics and Society,Michael Brown,AI,59.39,8,475.12,40.86051099023692,148.23591207810466,31.199678413475475,26,Other,USA,109353,Master
Advanced AI Systems,David Wilson,Programming,72.27,2,144.54,40.99125300832796,62.557493983344074,43.28040264518063,30,Male,Germany,49813,PhD
Prompt Engineering Mastery,John Smith,Education,68.68,13,892.8400000000001,29.912619213045573,503.9759502304077,56.44639019649743,23,Other,UK,104431,Master
Advanced AI Systems,Michael Brown,Education,30.18,3,90.53999999999999,20.32627956252606,29.56116131242181,32.64983577691828,23,Other,Australia,85679,Master
Transformers Explained,David Wilson,Technology,74.1,16,1185.6,45.79692785764714,452.84915427764565,38.195778869572,37,Male,USA,30681,Bachelor
Transformers Explained,Emily Johnson,AI,31.35,6,188.10000000000002,24.83568094789387,39.08591431263682,20.779327119955774,69,Other,UK,92903,Master
Transformers Explained,Sarah Davis,Education,39.29,19,746.51,19.28996763695743,380.0006148978088,50.90362016554485,20,Male,India,23228,High School
Natural Language Processing Guide,Sophia Taylor,Programming,77.18,7,540.26,43.34360499795321,236.85476501432754,43.84088494693806,34,Female,Canada,24582,Master
Advanced AI Systems,Emily Johnson,Education,68.47,10,684.7,42.24724446339385,262.22755536606155,38.29816786418308,66,Male,India,98683,Master
Natural Language Processing Guide,John Smith,Data Science,86.43,9,777.8700000000001,61.94265200080929,220.3861319927165,28.332000461865924,29,Other,Canada,31397,Master
Machine Learning Foundations,Sophia Taylor,Programming,69.19,2,138.38,42.865658663384345,52.648682673231306,38.04645373119765,65,Male,Germany,58799,Master
Prompt Engineering Mastery,Emily Johnson,Programming,61.15,15,917.25,39.45153793468328,325.4769309797508,35.483993565522034,64,Other,USA,57011,PhD
Deep Learning with Python,Emily Johnson,Education,18.43,5,92.15,9.039156064321045,46.95421967839478,50.95411793640237,62,Female,Germany,99183,Master
LLM Fine-Tuning Handbook,Emily Johnson,Technology,43.09,4,172.36,31.83349119733442,45.02603521066233,26.123250876457604,18,Male,Canada,113254,High School
Advanced AI Systems,Emily Johnson,Programming,33.87,4,135.48,19.355086650356004,58.059653398575975,42.85477812118097,34,Female,Canada,64264,High School
LLM Fine-Tuning Handbook,Sophia Taylor,Data Science,31.96,18,575.28,14.5860278782383,312.73149819171056,54.361614899129215,20,Other,Canada,62317,Master
AI Ethics and Society,John Smith,Technology,97.57,4,390.28,64.94992592731744,130.48029629073022,33.432483419783296,43,Other,Australia,67914,Bachelor
Advanced AI Systems,David Wilson,Technology,45.38,17,771.46,22.074473906219705,396.1939435942651,51.3563818725877,32,Female,UK,104633,PhD
Machine Learning Foundations,Michael Brown,Technology,90.28,12,1083.3600000000001,39.63517736976159,607.7378715628611,56.09749959042802,53,Male,USA,65254,Master
Advanced AI Systems,Sarah Davis,Programming,66.8,17,1135.6,49.75229019256215,289.8110667264434,25.520523663829113,49,Male,Germany,60096,Master
Natural Language Processing Guide,Michael Brown,Technology,81.53,10,815.3,47.61881176949699,339.11188230503,41.59350942046241,49,Other,Germany,73785,Master
Prompt Engineering Mastery,Michael Brown,Education,55.24,1,55.24,38.652172915725885,16.587827084274117,30.02865149216893,21,Female,India,72344,Bachelor
Deep Learning with Python,Sarah Davis,Technology,61.92,18,1114.56,31.965272681283807,539.1850917368914,48.37649760774579,35,Female,Canada,102643,Bachelor
Generative AI Applications,Sophia Taylor,Data Science,54.33,18,977.9399999999999,38.83443497203073,278.9201705034468,28.52119460329333,66,Male,Canada,88546,Bachelor
Deep Learning with Python,John Smith,AI,27.57,14,385.98,12.262429403193437,214.3059883552919,55.522562919138785,36,Male,Canada,91091,PhD
Deep Learning with Python,Sarah Davis,Data Science,75.02,15,1125.3,40.69004900083594,514.9492649874609,45.76106504820589,60,Male,Germany,85603,High School
AI Ethics and Society,John Smith,Programming,35.27,12,423.24,27.906496127970545,88.36204646435345,20.877527281058843,69,Female,India,48412,PhD
Machine Learning Foundations,Sophia Taylor,Technology,12.19,4,48.76,8.747493857010399,13.770024571958402,28.240411345279743,52,Male,UK,71658,Bachelor
LLM Fine-Tuning Handbook,Michael Brown,Technology,68.09,3,204.27,40.77926251805085,81.93221244584745,40.109762787412464,57,Male,Australia,119841,High School
Machine Learning Foundations,John Smith,Education,25.94,12,311.28000000000003,13.901531044926122,144.46162746088658,46.408901137524595,31,Other,USA,69549,High School
Generative AI Applications,Sophia Taylor,Technology,94.64,7,662.48,70.87156906005087,166.37901657964392,25.114571999100942,50,Male,UK,31549,Bachelor
AI Ethics and Society,Sophia Taylor,Data Science,95.85,11,1054.35,59.22946308330033,402.8259060836963,38.20608963661937,31,Male,Germany,91216,Bachelor
Prompt Engineering Mastery,David Wilson,Programming,92.34,1,92.34,64.9491864600135,27.39081353998651,29.662999285235554,51,Female,Australia,45739,PhD
Deep Learning with Python,Sarah Davis,AI,43.31,6,259.86,30.38816145379723,77.53103127721664,29.835692787353434,21,Female,Australia,41209,Bachelor
Natural Language Processing Guide,David Wilson,Technology,11.39,15,170.85000000000002,4.637760511558049,101.28359232662928,59.28217285726032,41,Other,Australia,107968,High School
AI Ethics and Society,Michael Brown,AI,93.55,15,1403.25,42.14441655209959,771.0837517185062,54.94984868829547,46,Male,Canada,35116,Master
Transformers Explained,Sarah Davis,Technology,48.54,19,922.26,32.22336377792032,310.0160882195139,33.614825344210296,36,Other,USA,40045,Bachelor
Advanced AI Systems,Michael Brown,Programming,97.0,11,1067.0,45.07084867789182,571.22066454319,53.53520754856513,23,Female,Germany,46327,Bachelor
Machine Learning Foundations,David Wilson,Data Science,96.73,2,193.46,48.57754849141465,96.3049030171707,49.78026621377582,50,Other,Germany,55709,PhD
AI Ethics and Society,Sophia Taylor,Programming,86.77,14,1214.78,67.56391011435997,268.88525839896033,22.1344818320157,66,Female,Australia,63617,PhD
Transformers Explained,Michael Brown,AI,36.5,2,73.0,22.778660972273716,27.442678055452568,37.59270966500352,57,Other,Germany,80139,Bachelor
LLM Fine-Tuning Handbook,Sarah Davis,Technology,44.66,4,178.64,31.275031913036337,53.53987234785464,29.97081972002611,36,Other,USA,46905,High School
Generative AI Applications,Sarah Davis,AI,86.6,17,1472.1999999999998,53.96845279143064,554.7363025456789,37.6807704486944,18,Male,USA,84148,High School
Generative AI Applications,Michael Brown,Data Science,38.52,3,115.56,23.921129776572233,43.7966106702833,37.89945540869098,22,Other,India,92603,Master
Deep Learning with Python,Sarah Davis,Programming,25.25,13,328.25,11.05093429226955,184.58785420049585,56.23392359497208,44,Male,India,118095,Bachelor
Deep Learning with Python,Sophia Taylor,AI,60.11,9,540.99,32.30703780309327,250.22665977216053,46.25347229563588,33,Male,UK,62919,PhD
AI Ethics and Society,Sophia Taylor,AI,94.25,7,659.75,48.347644880481496,321.3164858366295,48.70276405253953,23,Male,USA,103521,High School
AI Ethics and Society,Sarah Davis,Data Science,72.64,15,1089.6,40.409003391269145,483.46494913096274,44.37086537545547,57,Male,USA,112905,Master
Prompt Engineering Mastery,Michael Brown,Technology,61.31,11,674.4100000000001,44.10259287201343,189.28147840785232,28.06623247102687,30,Other,USA,103400,Bachelor
Advanced AI Systems,David Wilson,AI,18.75,2,37.5,10.289495009376488,16.921009981247025,45.1226932833254,65,Female,India,108150,High School
Intro to LLMs,Sarah Davis,Data Science,65.35,15,980.2499999999999,37.94735485471619,411.03967717925707,41.93212723073268,52,Female,Australia,78446,Bachelor
LLM Fine-Tuning Handbook,Sarah Davis,Technology,99.1,14,1387.3999999999999,55.39219831883795,611.9092235362685,44.10474438058733,36,Female,Australia,72428,Bachelor
Deep Learning with Python,Sarah Davis,Technology,22.61,11,248.70999999999998,9.888781698544573,139.93340131600968,56.263681120988174,29,Other,Germany,67894,High School
Intro to LLMs,Sarah Davis,Programming,56.65,3,169.95,32.65469510596276,71.98591468211171,42.35711366996865,33,Male,Australia,101149,High School
Intro to LLMs,Michael Brown,Data Science,88.96,17,1512.32,42.54456037201602,789.0624736757276,52.1756290782194,60,Female,Canada,26447,High School
Advanced AI Systems,David Wilson,Technology,76.67,12,920.04,36.39443003476764,483.3068395827883,52.53106816907833,27,Other,India,25499,Bachelor
Natural Language Processing Guide,David Wilson,Programming,72.73,15,1090.95,31.82769835020168,613.5345247469749,56.238555822629344,42,Male,USA,59041,Bachelor
Natural Language Processing Guide,John Smith,Education,73.22,16,1171.52,39.73417949066401,535.7731281493758,45.7331610343294,37,Female,Australia,51315,Master
Deep Learning with Python,Sarah Davis,Data Science,42.35,5,211.75,29.771743128332734,62.89128435833632,29.70072460842329,48,Male,India,21299,PhD
Transformers Explained,Sarah Davis,Education,36.42,6,218.52,18.595202548418914,106.94878470948652,48.942332376664154,21,Female,Australia,24994,Bachelor
Advanced AI Systems,John Smith,Technology,82.84,19,1573.96,43.48599984007838,747.7260030385108,47.50603592457946,61,Female,UK,115414,PhD
Advanced AI Systems,David Wilson,Data Science,82.91,5,414.54999999999995,54.47766234704826,142.16168826475865,34.29301369310304,40,Female,USA,101163,High School
Machine Learning Foundations,Emily Johnson,Programming,88.04,3,264.12,42.11273005606094,137.78180983181718,52.166367496523236,19,Male,UK,27489,Bachelor
Intro to LLMs,Sophia Taylor,Technology,92.19,1,92.19,69.95222064229826,22.23777935770174,24.121682783058617,39,Other,USA,111647,Master
Machine Learning Foundations,Emily Johnson,Data Science,56.02,6,336.12,34.06442924502083,131.733424529875,39.19237906993782,68,Male,India,52355,Master
Intro to LLMs,David Wilson,Data Science,55.14,15,827.1,31.928330451702706,348.17504322445944,42.095882387191324,54,Female,Germany,93805,PhD
Natural Language Processing Guide,Sarah Davis,Education,81.85,2,163.7,51.003033083762055,61.69393383247588,37.68719232283193,25,Male,Australia,88367,High School
Deep Learning with Python,Emily Johnson,Technology,68.5,3,205.5,31.949340187603756,109.65197943718873,53.35862746335218,24,Other,Australia,97355,PhD
LLM Fine-Tuning Handbook,Michael Brown,Programming,73.18,17,1244.0600000000002,47.22958571424598,441.1570428578185,35.46107445443294,31,Male,Canada,110349,High School
Natural Language Processing Guide,Michael Brown,Programming,81.62,12,979.44,44.50251284962718,445.4098458044739,45.47597053463958,20,Other,UK,107173,Master
Advanced AI Systems,John Smith,Technology,90.1,18,1621.8,68.37459572836487,391.0572768894324,24.112546361415244,67,Other,Australia,21996,PhD
LLM Fine-Tuning Handbook,David Wilson,Technology,40.42,15,606.3000000000001,18.89803481356483,322.8294777965276,53.245831732892555,33,Male,India,64387,Master
AI Ethics and Society,David Wilson,AI,43.8,12,525.5999999999999,26.403535339722527,208.75757592332957,39.71795584538235,36,Female,Germany,23089,Master
LLM Fine-Tuning Handbook,Emily Johnson,Education,18.46,16,295.36,11.800463655260831,106.55258151582672,36.075494825239275,68,Other,India,118827,High School
LLM Fine-Tuning Handbook,Sarah Davis,Technology,62.05,8,496.4,25.64858099633798,291.2113520292961,58.664655928544754,35,Male,UK,40659,PhD
Natural Language Processing Guide,David Wilson,Technology,13.23,14,185.22,7.216664016209495,84.18670377306707,45.45227500975438,69,Other,Canada,65178,PhD
Advanced AI Systems,Emily Johnson,AI,51.9,17,882.3,35.96950747238929,270.81837296938204,30.69459061196668,33,Female,Australia,115965,Master
LLM Fine-Tuning Handbook,Emily Johnson,AI,58.84,8,470.72,42.84440501531904,127.9647598774477,27.184899702041065,25,Male,India,101268,Master
Natural Language Processing Guide,Sophia Taylor,Data Science,35.79,15,536.85,18.799227117804215,254.8615932329368,47.47352020730871,50,Male,USA,105042,High School
Natural Language Processing Guide,Sophia Taylor,Programming,63.17,14,884.38,45.446854806567366,248.12403270805692,28.05626910468994,66,Male,Germany,90726,Bachelor
LLM Fine-Tuning Handbook,David Wilson,Education,12.75,18,229.5,10.035554973227283,48.860010481908915,21.289764915864453,29,Female,India,90111,Bachelor
Intro to LLMs,Emily Johnson,Data Science,13.36,7,93.52,9.923134314385303,24.05805979930288,25.725042556996243,28,Other,Germany,54565,Master
Advanced AI Systems,John Smith,Technology,84.03,3,252.09,37.56624973001124,139.39125080996627,55.294240473626985,22,Male,Australia,109242,Bachelor
Generative AI Applications,John Smith,AI,42.42,12,509.04,29.519744274827456,154.80306870207056,30.410786716578375,44,Other,USA,42884,Bachelor
LLM Fine-Tuning Handbook,Sophia Taylor,Programming,21.44,3,64.32000000000001,11.317462755010112,30.36761173496967,47.21332670237822,29,Other,Canada,37199,Bachelor
Machine Learning Foundations,David Wilson,Data Science,57.0,14,798.0,45.33588455859535,163.29761617966506,20.463360423516924,34,Female,Canada,80038,Bachelor
Machine Learning Foundations,Sarah Davis,Programming,79.3,15,1189.5,47.115586945831616,482.7661958125258,40.58564067360452,23,Male,USA,77786,Master
AI Ethics and Society,John Smith,AI,29.42,14,411.88,13.20880211588802,226.95677037756772,55.102644065642345,50,Other,Germany,69294,Bachelor
Advanced AI Systems,John Smith,Data Science,66.06,7,462.42,45.58630292107578,143.3158795524696,30.99257807890437,22,Male,Australia,98015,Bachelor
Natural Language Processing Guide,Sophia Taylor,Data Science,17.68,17,300.56,9.356335194987304,141.50230168521583,47.07955206455144,45,Male,India,54178,High School
Prompt Engineering Mastery,Sophia Taylor,Programming,14.65,12,175.8,11.702878000498538,35.365463994017546,20.11687371673353,31,Female,USA,32665,Master
Deep Learning with Python,David Wilson,AI,57.82,4,231.28,45.788408685259384,48.126365258962466,20.808701685819123,22,Male,UK,20534,PhD
Transformers Explained,Sophia Taylor,Technology,58.66,9,527.9399999999999,38.859528598834906,178.20424261048578,33.754639279176764,50,Male,Germany,111828,PhD
Prompt Engineering Mastery,Michael Brown,Data Science,67.37,6,404.22,30.44656314635089,221.54062112189467,54.80694204193129,67,Other,Canada,56132,High School
Advanced AI Systems,Emily Johnson,Technology,75.35,16,1205.6,50.84199046992538,392.12815248119387,32.52556009299883,65,Female,USA,56110,High School
Advanced AI Systems,John Smith,AI,97.83,2,195.66,42.77246899615378,110.11506200769243,56.27878054159892,58,Male,Canada,78754,Master
LLM Fine-Tuning Handbook,Michael Brown,Data Science,56.47,8,451.76,23.25127762580484,265.7497789935613,58.825433635904304,36,Other,Germany,83580,PhD
LLM Fine-Tuning Handbook,Sarah Davis,Data Science,39.07,11,429.77,28.489194597549385,116.38885942695674,27.081662151140552,39,Female,Canada,42469,Bachelor
Prompt Engineering Mastery,Michael Brown,Technology,81.57,13,1060.4099999999999,39.47181917702316,547.2763506986988,51.60988209265274,22,Female,USA,84016,High School
Natural Language Processing Guide,David Wilson,Education,34.37,17,584.29,18.958864931260152,261.98929616857737,44.8389149512361,19,Other,Germany,66233,PhD
AI Ethics and Society,Sarah Davis,Technology,49.51,8,396.08,39.08235015108813,83.42119879129496,21.06170440095308,47,Other,UK,86708,Master
LLM Fine-Tuning Handbook,Sarah Davis,Technology,17.06,18,307.08,9.122599584700168,142.87320747539695,46.526379925555865,64,Other,USA,78232,Bachelor
Transformers Explained,Sophia Taylor,Education,12.28,18,221.04,6.368357805663645,106.40955949805439,48.14040874866739,56,Other,India,113450,Master
Transformers Explained,Michael Brown,AI,96.64,14,1352.96,74.150248433418,314.8565219321481,23.271680015088997,21,Other,Australia,106437,High School
AI Ethics and Society,David Wilson,AI,85.24,15,1278.6,37.872078991595195,710.518815126072,55.570062187241675,50,Male,USA,54409,PhD
Intro to LLMs,John Smith,Data Science,72.64,6,435.84000000000003,51.12642650829074,129.08144095025557,29.616703595414727,30,Male,Germany,39324,PhD
Intro to LLMs,Sophia Taylor,Programming,46.81,11,514.9100000000001,37.22453967000654,105.44006362992809,20.477377333889045,37,Female,Australia,28738,PhD
Advanced AI Systems,Michael Brown,Programming,25.6,13,332.8,19.469271150332407,79.69947504567872,23.948159569014038,24,Male,USA,44054,PhD
LLM Fine-Tuning Handbook,John Smith,Data Science,24.08,1,24.08,15.908865392980294,8.171134607019704,33.93328325174296,32,Male,UK,49709,Bachelor
Machine Learning Foundations,Michael Brown,Programming,32.52,6,195.12,17.09330282126546,92.56018307240724,47.43756820029071,40,Male,UK,105643,Bachelor
Prompt Engineering Mastery,Sophia Taylor,Technology,59.43,9,534.87,29.81774213657095,266.5103207708615,49.82712075286733,31,Other,India,20363,Master
Generative AI Applications,John Smith,Technology,74.31,8,594.48,54.07553873719931,161.87569010240554,27.22979580514156,40,Female,Canada,30358,Bachelor
AI Ethics and Society,Sophia Taylor,Education,69.42,11,763.62,52.198894906610676,189.43215602728253,24.807123441932184,36,Female,Australia,23240,High School
Advanced AI Systems,Michael Brown,Education,35.19,19,668.6099999999999,21.47202182899317,260.64158524912966,38.98260349817228,46,Female,Germany,92201,High School
Machine Learning Foundations,Sarah Davis,Data Science,95.94,9,863.46,47.75278956762143,433.68489389140717,50.22640236854136,37,Female,Germany,65689,PhD
LLM Fine-Tuning Handbook,Emily Johnson,Data Science,76.41,17,1298.97,34.01599622187911,720.6980642280553,55.482271663553064,46,Male,Canada,21936,High School
Machine Learning Foundations,Sarah Davis,Data Science,59.89,12,718.6800000000001,26.04447133137935,406.1463440234479,56.512821286726755,41,Male,UK,111074,Master
Machine Learning Foundations,Sophia Taylor,Technology,65.05,14,910.6999999999999,44.73039518014732,284.4744674779374,31.236902105845772,35,Other,UK,63965,Bachelor
AI Ethics and Society,Sophia Taylor,Programming,47.76,15,716.4,27.129948176802937,309.4507773479559,43.195250886091,27,Female,USA,97534,Bachelor
Advanced AI Systems,Sophia Taylor,Data Science,32.3,16,516.8,24.617249575670083,122.92400678927862,23.785605028885186,58,Male,India,20882,Bachelor
Natural Language Processing Guide,John Smith,Data Science,42.04,1,42.04,29.25431259302126,12.785687406978738,30.413147970929444,25,Male,Australia,40224,High School
Transformers Explained,David Wilson,Technology,78.21,10,782.0999999999999,37.26739091403993,409.4260908596006,52.34958328341652,43,Other,India,50825,Bachelor
Prompt Engineering Mastery,Sophia Taylor,Technology,11.3,8,90.4,7.294273933046961,32.04580853562432,35.44890324737203,46,Other,India,90740,PhD
Advanced AI Systems,Sarah Davis,Technology,20.45,18,368.09999999999997,11.742434616976944,156.736176894415,42.57978182407363,27,Other,USA,48885,PhD
Generative AI Applications,Emily Johnson,Programming,14.14,1,14.14,8.920924477227276,5.219075522772725,36.91001076925548,34,Male,India,60056,PhD
Machine Learning Foundations,Sophia Taylor,Data Science,13.67,2,27.34,9.503761966415013,8.332476067169974,30.477235066459308,19,Male,Canada,23203,High School
Natural Language Processing Guide,Sophia Taylor,AI,86.99,1,86.99,62.848391875407906,24.14160812459209,27.752164759848363,23,Other,USA,80241,Bachelor
AI Ethics and Society,Sophia Taylor,AI,73.33,1,73.33,54.08050325816204,19.24949674183796,26.250506943731022,22,Female,Canada,22244,High School
Deep Learning with Python,John Smith,Data Science,52.68,9,474.12,26.423758556981706,236.30617298716464,49.841005017119,45,Other,USA,118322,Bachelor
Prompt Engineering Mastery,Sophia Taylor,Data Science,18.81,13,244.52999999999997,7.758113773778199,143.67452094088338,58.75537600330569,58,Other,India,88619,Master
Prompt Engineering Mastery,Sarah Davis,Data Science,54.25,1,54.25,37.74269575307558,16.50730424692442,30.428210593409073,22,Other,Canada,41584,Master
Transformers Explained,Michael Brown,Data Science,52.61,13,683.93,23.28189737532652,381.2653341207552,55.74625094976901,35,Other,Canada,28521,High School
Deep Learning with Python,David Wilson,Programming,25.59,7,179.13,13.459516909042337,84.91338163670363,47.40321645548129,43,Male,Canada,70017,PhD
LLM Fine-Tuning Handbook,Sophia Taylor,AI,49.05,2,98.1,19.69489217151969,58.710215656960614,59.847314635026116,37,Female,USA,53541,High School
Deep Learning with Python,John Smith,Education,45.87,6,275.21999999999997,30.855271663104926,90.08837002137042,32.73322070393519,58,Other,Germany,49063,PhD
Machine Learning Foundations,Sarah Davis,AI,65.43,7,458.01000000000005,30.546179004224808,244.18674697042638,53.31471954115115,66,Female,India,90268,Bachelor
Machine Learning Foundations,Sophia Taylor,AI,67.16,14,940.24,44.467506653956704,317.6949068446062,33.78870361233368,44,Female,Canada,84952,PhD
Machine Learning Foundations,John Smith,Technology,14.08,18,253.44,11.217494419889269,51.525100441993175,20.33029531328645,66,Female,Australia,113054,PhD
Machine Learning Foundations,Michael Brown,Data Science,43.72,15,655.8,18.758868202715966,374.41697695926047,57.09316513559934,29,Other,Germany,59563,Bachelor
Advanced AI Systems,Emily Johnson,Data Science,66.33,2,132.66,28.577033813096154,75.5059323738077,56.916879521941574,24,Male,Australia,59752,Master
Prompt Engineering Mastery,Sophia Taylor,Data Science,55.28,10,552.8,29.63848460904552,256.41515390954476,46.38479629333299,20,Other,India,115233,Bachelor
Deep Learning with Python,Sarah Davis,Technology,87.08,12,1044.96,65.00997506440275,264.84029922716695,25.344539429946305,27,Female,India,22567,High School
Prompt Engineering Mastery,John Smith,Programming,69.28,17,1177.76,33.68476372394539,605.1190166929284,51.37880524834672,51,Female,Canada,36121,High School
Generative AI Applications,John Smith,Programming,24.66,8,197.28,13.41876681579295,89.9298654736564,45.58488720278609,42,Male,Canada,21674,High School
Deep Learning with Python,Sophia Taylor,Education,16.35,11,179.85000000000002,6.9880253593404476,102.98172104725509,57.25978373492081,52,Other,USA,96411,High School
Advanced AI Systems,John Smith,Programming,67.82,3,203.45999999999998,47.83087674127115,59.96736977618653,29.47378834964442,33,Female,Germany,86275,High School
Generative AI Applications,Emily Johnson,Programming,12.39,6,74.34,6.97956623471584,32.462602591704965,43.66774628962196,19,Male,Germany,87081,Master
Prompt Engineering Mastery,John Smith,Data Science,62.72,9,564.48,44.13603221503043,167.25571006472614,29.630050677566285,41,Female,Canada,49140,Master
Generative AI Applications,David Wilson,AI,94.62,6,567.72,72.04774969283751,135.43350184297492,23.85568622612818,27,Male,India,29327,PhD
Transformers Explained,David Wilson,Programming,61.79,9,556.11,30.468973943755454,281.8892345062009,50.68947411594845,55,Male,Canada,90663,High School
Generative AI Applications,John Smith,Programming,44.94,7,314.58,32.48975104139097,87.15174271026322,27.70415878640194,39,Other,India,43331,Bachelor
Deep Learning with Python,Sophia Taylor,Technology,67.9,9,611.1,28.764990054525363,352.21508950927176,57.63624439686986,43,Female,India,43004,High School
Machine Learning Foundations,David Wilson,Education,51.24,18,922.32,38.91877606814236,221.78203077343767,24.046104472790102,60,Other,Canada,30492,Master
Machine Learning Foundations,Sarah Davis,Technology,59.11,12,709.3199999999999,39.03077153847902,240.9507415382517,33.9692580976501,56,Female,UK,74797,High School
LLM Fine-Tuning Handbook,David Wilson,Data Science,94.73,8,757.84,71.01819903105043,189.6944077515966,25.03093103446593,44,Other,Germany,78095,Master
Prompt Engineering Mastery,John Smith,AI,44.75,8,358.0,17.903372352062817,214.77302118349746,59.99246401773672,46,Female,Australia,33749,PhD
Transformers Explained,Sophia Taylor,Education,96.51,18,1737.18,45.13120564002274,924.8182984795907,53.2367571857603,64,Other,India,83217,PhD
Deep Learning with Python,Michael Brown,Technology,91.48,15,1372.2,50.8540755047102,609.388867429347,44.40962450294032,55,Male,India,109044,PhD
Deep Learning with Python,Sophia Taylor,Programming,27.62,7,193.34,15.240748076483891,86.65476346461277,44.81988386501126,37,Female,UK,29045,Master
AI Ethics and Society,Sophia Taylor,Programming,16.24,11,178.64,7.9688405674711245,90.98275375781762,50.93078468305957,44,Female,Australia,40116,High School
Intro to LLMs,Sophia Taylor,Education,19.07,16,305.12,10.538935877307004,136.49702596308794,44.73552240531199,58,Male,USA,38667,High School
Prompt Engineering Mastery,Sarah Davis,Programming,11.64,4,46.56,5.255919603073187,25.536321587707253,54.8460515199898,37,Other,UK,95057,Bachelor
Deep Learning with Python,Emily Johnson,Technology,18.5,6,111.0,10.454432356568594,48.27340586058844,43.48955482935896,61,Female,Australia,94205,Master
Natural Language Processing Guide,John Smith,Technology,71.47,3,214.41,51.525705562005044,59.832883313984865,27.905826833629433,36,Female,UK,47302,Bachelor
Deep Learning with Python,Emily Johnson,Programming,16.41,9,147.69,9.708615894210398,60.312456952106416,40.83719747586595,37,Other,India,31283,PhD
AI Ethics and Society,Michael Brown,Programming,38.71,10,387.1,15.76271337722771,229.47286622772293,59.279996442191404,52,Male,Germany,50935,High School
Generative AI Applications,Emily Johnson,Data Science,86.04,14,1204.5600000000002,48.92041813499139,519.6741461101208,43.142238336830104,64,Other,UK,92534,Master
Advanced AI Systems,John Smith,AI,12.09,11,132.99,4.9674183778153225,78.34839784403147,58.912999356366235,19,Other,USA,114342,Bachelor
Advanced AI Systems,John Smith,Education,83.3,18,1499.3999999999999,65.51523044475051,320.12585199449063,21.350263571728068,47,Other,Canada,51624,Bachelor
Natural Language Processing Guide,Michael Brown,Technology,35.37,12,424.43999999999994,15.95121861791475,233.02537658502294,54.90184162308523,51,Female,Australia,33440,Bachelor
Natural Language Processing Guide,John Smith,Education,20.63,12,247.56,14.091844068880267,78.45787117343679,31.692466946775237,39,Male,UK,66501,High School
LLM Fine-Tuning Handbook,Michael Brown,Data Science,72.71,13,945.2299999999999,57.37622657499342,199.33905452508543,21.088947084316565,20,Male,UK,107333,High School
