Customer_ID,Age,Gender,Country,Income,Book_Name,Author,Units_Sold,Price_per_Unit,Cost_per_Unit,Revenue,Total_Cost,Profit,Profit_Margin (%)
226,22,Male,USA,22643,Data Structures and Algorithms Made Easy,Thomas H. Cormen,13,91.77,54.61,1193.01,709.93,483.08,40.49
227,51,Male,Germany,60785,Data Structures and Algorithms Made Easy,Magnus Lie Hetland,6,117.66,50.26,705.96,301.56,404.4,57.28
228,23,Female,USA,38681,Introduction to Algorithms,Thomas H. Cormen,6,57.72,39.5,346.32,237.0,109.32,31.57
229,39,Female,USA,70026,Grokking Algorithms,Narasimha Karumanchi,12,100.18,47.84,1202.16,574.08,628.08,52.25
230,28,Male,Germany,35892,Algorithms in Python,Thomas H. Cormen,8,63.45,31.8,507.6,254.4,253.2,49.88
231,33,Male,Australia,67299,The Algorithm Design Manual,Aditya Bhargava,19,106.95,55.69,2032.05,1058.11,973.94,47.93
232,50,Female,USA,37073,Competitive Programming Algorithms,Narasimha Karumanchi,5,38.07,15.81,190.35,79.05,111.3,58.47
233,26,Male,Canada,50682,Introduction to Algorithms,Chris Albon,18,114.77,63.0,2065.86,1134.0,931.86,45.11
234,23,Male,Canada,117798,Data Structures and Algorithms Made Easy,Tim Roughgarden,5,41.88,18.3,209.4,91.5,117.9,56.3
235,33,Male,USA,116894,Data Structures and Algorithms Made Easy,Tim Roughgarden,10,52.62,27.38,526.2,273.8,252.4,47.97
236,46,Female,Australia,34289,Machine Learning Algorithms Explained,Narasimha Karumanchi,1,95.62,48.31,95.62,48.31,47.31,49.48
237,20,Male,India,27927,Algorithms in Python,Aditya Bhargava,10,59.38,37.52,593.8,375.2,218.6,36.81
238,37,Female,Germany,68330,Algorithms in Python,Tim Roughgarden,5,80.82,51.8,404.1,259.0,145.1,35.91
239,53,Male,Canada,86707,Machine Learning Algorithms Explained,Tim Roughgarden,12,64.46,28.75,773.52,345.0,428.52,55.4
240,36,Female,India,97454,Algorithms in Python,Chris Albon,7,94.24,48.06,659.68,336.42,323.26,49.0
241,43,Female,USA,85428,Data Structures and Algorithms Made Easy,Thomas H. Cormen,9,42.83,21.93,385.47,197.37,188.1,48.8
242,20,Male,India,70601,Algorithms Illuminated,Aditya Bhargava,12,25.85,11.51,310.2,138.12,172.08,55.47
243,36,Female,UK,97465,Algorithms Unlocked,Aditya Bhargava,1,49.99,31.97,49.99,31.97,18.02,36.05
244,37,Male,Canada,22539,Data Structures and Algorithms Made Easy,Robert Sedgewick,11,67.43,41.28,741.73,454.08,287.65,38.78
245,49,Female,USA,42669,Introduction to Algorithms,Robert Sedgewick,15,36.8,16.82,552.0,252.3,299.7,54.29
246,24,Male,Germany,90968,Grokking Algorithms,Tim Roughgarden,2,55.48,28.3,110.96,56.6,54.36,48.99
247,58,Male,Australia,40644,Machine Learning Algorithms Explained,Magnus Lie Hetland,7,60.0,25.9,420.0,181.3,238.7,56.83
248,50,Female,USA,38745,The Algorithm Design Manual,Robert Sedgewick,12,25.74,15.15,308.88,181.8,127.08,41.14
249,57,Male,Germany,48228,Competitive Programming Algorithms,Tim Roughgarden,18,78.33,34.18,1409.94,615.24,794.7,56.36
250,56,Male,Australia,54521,The Algorithm Design Manual,Steven Halim,3,108.43,75.44,325.29,226.32,98.97,30.43
251,35,Female,Australia,117239,Data Structures and Algorithms Made Easy,Steven Skiena,7,35.17,22.3,246.19,156.1,90.09,36.59
252,57,Male,USA,46928,Introduction to Algorithms,Steven Skiena,11,79.78,41.25,877.58,453.75,423.83,48.3
253,18,Male,India,38322,Data Structures and Algorithms Made Easy,Aditya Bhargava,18,86.47,49.6,1556.46,892.8,663.66,42.64
254,28,Female,India,77714,Grokking Algorithms,Magnus Lie Hetland,12,61.93,41.7,743.16,500.4,242.76,32.67
255,45,Female,Australia,107896,Algorithms Illuminated,Chris Albon,6,90.11,51.02,540.66,306.12,234.54,43.38
256,42,Male,India,82292,Competitive Programming Algorithms,Thomas H. Cormen,5,61.07,27.62,305.35,138.1,167.25,54.77
257,40,Male,UK,49055,Grokking Algorithms,Robert Sedgewick,1,70.46,36.19,70.46,36.19,34.27,48.64
258,48,Female,Australia,62891,Machine Learning Algorithms Explained,Steven Halim,12,20.74,13.54,248.88,162.48,86.4,34.72
259,47,Female,Australia,101912,Machine Learning Algorithms Explained,Tim Roughgarden,11,89.17,52.9,980.87,581.9,398.97,40.68
260,59,Male,Germany,26588,Data Structures and Algorithms Made Easy,Magnus Lie Hetland,4,86.13,51.27,344.52,205.08,139.44,40.47
261,52,Female,India,110536,Introduction to Algorithms,Aditya Bhargava,18,23.84,15.74,429.12,283.32,145.8,33.98
262,24,Male,Australia,26304,Grokking Algorithms,Robert Sedgewick,4,56.83,37.97,227.32,151.88,75.44,33.19
263,33,Male,UK,27345,Advanced Algorithms,Magnus Lie Hetland,17,117.9,79.69,2004.3,1354.73,649.57,32.41
264,43,Male,Germany,49300,Introduction to Algorithms,Robert Sedgewick,2,62.07,26.59,124.14,53.18,70.96,57.16
265,19,Male,USA,44259,Algorithms Illuminated,Thomas H. Cormen,2,70.19,39.53,140.38,79.06,61.32,43.68
266,18,Male,Australia,111006,Machine Learning Algorithms Explained,Thomas H. Cormen,12,110.99,69.05,1331.88,828.6,503.28,37.79
267,29,Female,UK,108553,Data Structures and Algorithms Made Easy,Chris Albon,6,91.73,57.52,550.38,345.12,205.26,37.29
268,22,Female,Canada,35352,Algorithms in Python,Steven Skiena,10,78.21,45.52,782.1,455.2,326.9,41.8
269,54,Female,UK,53365,Machine Learning Algorithms Explained,Thomas H. Cormen,16,99.78,44.9,1596.48,718.4,878.08,55.0
270,49,Female,UK,39446,Competitive Programming Algorithms,Thomas H. Cormen,14,106.44,68.04,1490.16,952.56,537.6,36.08
271,26,Male,Germany,22336,Algorithms Unlocked,Robert Sedgewick,7,65.69,40.47,459.83,283.29,176.54,38.39
272,58,Male,USA,82032,Algorithms in Python,Chris Albon,19,67.51,28.75,1282.69,546.25,736.44,57.41
273,52,Male,Canada,95415,Data Structures and Algorithms Made Easy,Thomas H. Cormen,17,58.61,31.6,996.37,537.2,459.17,46.08
274,36,Male,India,117852,Advanced Algorithms,Aditya Bhargava,9,116.67,52.76,1050.03,474.84,575.19,54.78
275,33,Female,India,118876,Algorithms in Python,Thomas H. Cormen,13,89.72,44.97,1166.36,584.61,581.75,49.88
276,20,Male,UK,27521,Competitive Programming Algorithms,Narasimha Karumanchi,5,28.32,11.48,141.6,57.4,84.2,59.46
277,37,Male,Germany,91707,Introduction to Algorithms,Tim Roughgarden,5,106.3,55.29,531.5,276.45,255.05,47.99
278,41,Female,Germany,43481,Advanced Algorithms,Chris Albon,10,68.06,38.45,680.6,384.5,296.1,43.51
279,50,Female,India,38474,Machine Learning Algorithms Explained,Aditya Bhargava,10,26.88,15.75,268.8,157.5,111.3,41.41
280,41,Female,Canada,66760,Advanced Algorithms,Magnus Lie Hetland,7,74.97,44.91,524.79,314.37,210.42,40.1
281,28,Female,USA,75718,Grokking Algorithms,Aditya Bhargava,15,61.72,40.17,925.8,602.55,323.25,34.92
282,25,Male,Canada,64629,Competitive Programming Algorithms,Steven Skiena,7,107.77,50.07,754.39,350.49,403.9,53.54
283,53,Male,Australia,65232,Algorithms in Python,Magnus Lie Hetland,15,40.4,17.62,606.0,264.3,341.7,56.39
284,55,Female,Australia,106544,Grokking Algorithms,Steven Halim,3,102.65,67.28,307.95,201.84,106.11,34.46
285,57,Male,USA,87169,Advanced Algorithms,Tim Roughgarden,19,75.77,33.87,1439.63,643.53,796.1,55.3
286,37,Male,India,70669,Grokking Algorithms,Tim Roughgarden,10,25.46,17.63,254.6,176.3,78.3,30.75
287,52,Male,USA,98021,The Algorithm Design Manual,Tim Roughgarden,15,117.18,76.49,1757.7,1147.35,610.35,34.72
288,42,Female,Germany,89184,Competitive Programming Algorithms,Tim Roughgarden,3,71.26,39.21,213.78,117.63,96.15,44.98
289,52,Male,Australia,67945,Algorithms Illuminated,Robert Sedgewick,6,49.09,34.09,294.54,204.54,90.0,30.56
290,42,Female,UK,33140,Introduction to Algorithms,Tim Roughgarden,12,66.94,28.73,803.28,344.76,458.52,57.08
291,46,Male,UK,103457,Advanced Algorithms,Tim Roughgarden,15,105.79,51.93,1586.85,778.95,807.9,50.91
292,35,Male,India,34357,Competitive Programming Algorithms,Tim Roughgarden,6,50.49,29.86,302.94,179.16,123.78,40.86
293,63,Male,Germany,88673,Algorithms Illuminated,Chris Albon,13,39.27,19.83,510.51,257.79,252.72,49.5
294,35,Female,Canada,85633,Algorithms Illuminated,Robert Sedgewick,19,32.91,22.33,625.29,424.27,201.02,32.15
295,19,Male,Germany,96943,Data Structures and Algorithms Made Easy,Thomas H. Cormen,3,49.79,20.9,149.37,62.7,86.67,58.02
296,52,Female,UK,116111,Grokking Algorithms,Aditya Bhargava,8,98.0,55.35,784.0,442.8,341.2,43.52
297,33,Female,UK,98258,Algorithms Illuminated,Aditya Bhargava,8,67.16,38.77,537.28,310.16,227.12,42.27
298,58,Female,Australia,32924,The Algorithm Design Manual,Magnus Lie Hetland,15,42.75,25.47,641.25,382.05,259.2,40.42
299,53,Male,Germany,89286,Competitive Programming Algorithms,Chris Albon,4,36.62,17.46,146.48,69.84,76.64,52.32
300,50,Male,Germany,113269,Algorithms Unlocked,Narasimha Karumanchi,19,53.27,27.13,1012.13,515.47,496.66,49.07
301,21,Male,UK,94071,Algorithms Unlocked,Aditya Bhargava,3,113.99,74.45,341.97,223.35,118.62,34.69
302,50,Male,Canada,77326,Advanced Algorithms,Thomas H. Cormen,13,54.3,24.9,705.9,323.7,382.2,54.14
303,31,Female,India,110023,Machine Learning Algorithms Explained,Narasimha Karumanchi,8,118.81,77.0,950.48,616.0,334.48,35.19
304,38,Female,India,50651,Grokking Algorithms,Tim Roughgarden,16,68.52,38.97,1096.32,623.52,472.8,43.13
305,37,Female,Germany,90202,Machine Learning Algorithms Explained,Tim Roughgarden,13,37.92,23.84,492.96,309.92,183.04,37.13
306,25,Male,India,68777,Algorithms Illuminated,Robert Sedgewick,3,109.11,67.0,327.33,201.0,126.33,38.59
307,24,Female,UK,36994,Competitive Programming Algorithms,Narasimha Karumanchi,16,66.04,30.53,1056.64,488.48,568.16,53.77
308,20,Male,UK,87263,Advanced Algorithms,Thomas H. Cormen,9,90.97,51.91,818.73,467.19,351.54,42.94
309,34,Female,Germany,79634,Algorithms in Python,Robert Sedgewick,14,118.37,78.16,1657.18,1094.24,562.94,33.97
310,50,Male,Germany,30800,Algorithms Illuminated,Magnus Lie Hetland,13,25.02,13.25,325.26,172.25,153.01,47.04
311,29,Male,Australia,57823,Grokking Algorithms,Narasimha Karumanchi,7,29.67,20.47,207.69,143.29,64.4,31.01
312,39,Female,Germany,83878,Algorithms Unlocked,Chris Albon,15,92.05,49.31,1380.75,739.65,641.1,46.43
313,39,Female,Canada,38708,Data Structures and Algorithms Made Easy,Tim Roughgarden,7,48.18,21.34,337.26,149.38,187.88,55.71
314,63,Female,India,32819,Competitive Programming Algorithms,Tim Roughgarden,6,38.43,19.86,230.58,119.16,111.42,48.32
315,47,Female,Germany,94905,Introduction to Algorithms,Steven Skiena,2,23.94,16.41,47.88,32.82,15.06,31.45
316,55,Male,USA,83870,Machine Learning Algorithms Explained,Robert Sedgewick,9,22.18,11.0,199.62,99.0,100.62,50.41
317,55,Female,Australia,29283,Advanced Algorithms,Thomas H. Cormen,17,97.45,64.36,1656.65,1094.12,562.53,33.96
318,62,Female,USA,50573,Machine Learning Algorithms Explained,Thomas H. Cormen,5,33.44,22.22,167.2,111.1,56.1,33.55
319,25,Female,UK,98707,Competitive Programming Algorithms,Robert Sedgewick,12,66.77,33.72,801.24,404.64,396.6,49.5
320,44,Male,India,50933,Machine Learning Algorithms Explained,Chris Albon,1,80.59,34.25,80.59,34.25,46.34,57.5
321,44,Male,Germany,25774,Competitive Programming Algorithms,Steven Halim,10,62.84,38.8,628.4,388.0,240.4,38.26
322,51,Female,USA,92055,Machine Learning Algorithms Explained,Robert Sedgewick,11,22.71,11.21,249.81,123.31,126.5,50.64
323,38,Male,India,30983,The Algorithm Design Manual,Chris Albon,16,98.35,62.44,1573.6,999.04,574.56,36.51
324,47,Female,UK,116468,Algorithms in Python,Magnus Lie Hetland,14,21.05,11.22,294.7,157.08,137.62,46.7
325,50,Male,Canada,116334,Algorithms Illuminated,Tim Roughgarden,8,96.19,52.48,769.52,419.84,349.68,45.44
326,45,Male,Australia,38133,Algorithms Illuminated,Thomas H. Cormen,17,109.33,69.25,1858.61,1177.25,681.36,36.66
327,64,Male,India,34939,Grokking Algorithms,Steven Halim,18,63.28,32.57,1139.04,586.26,552.78,48.53
328,50,Male,India,20781,Introduction to Algorithms,Narasimha Karumanchi,12,73.55,39.2,882.6,470.4,412.2,46.7
329,22,Female,Canada,76700,Introduction to Algorithms,Steven Halim,17,67.7,34.72,1150.9,590.24,560.66,48.71
330,36,Female,India,47624,Grokking Algorithms,Thomas H. Cormen,14,58.92,30.06,824.88,420.84,404.04,48.98
331,21,Female,UK,26823,Data Structures and Algorithms Made Easy,Steven Skiena,16,108.74,60.65,1739.84,970.4,769.44,44.22
332,52,Male,UK,38489,Algorithms Illuminated,Tim Roughgarden,14,109.39,70.3,1531.46,984.2,547.26,35.73
333,34,Female,Canada,59961,Data Structures and Algorithms Made Easy,Thomas H. Cormen,9,53.58,27.25,482.22,245.25,236.97,49.14
334,61,Female,Australia,49118,Competitive Programming Algorithms,Chris Albon,4,81.51,45.42,326.04,181.68,144.36,44.28
335,45,Female,Germany,101816,Competitive Programming Algorithms,Robert Sedgewick,11,112.69,67.75,1239.59,745.25,494.34,39.88
336,47,Male,USA,42263,Algorithms Unlocked,Robert Sedgewick,6,116.21,55.88,697.26,335.28,361.98,51.91
337,46,Male,Germany,33565,Machine Learning Algorithms Explained,Thomas H. Cormen,15,70.9,34.26,1063.5,513.9,549.6,51.68
338,63,Male,India,40354,Introduction to Algorithms,Steven Halim,5,65.28,44.39,326.4,221.95,104.45,32.0
339,23,Female,USA,62951,Algorithms Unlocked,Tim Roughgarden,11,47.87,29.54,526.57,324.94,201.63,38.29
340,52,Female,Canada,111179,Algorithms in Python,Aditya Bhargava,18,115.89,66.42,2086.02,1195.56,890.46,42.69
341,58,Female,Canada,43648,Grokking Algorithms,Chris Albon,13,34.28,20.37,445.64,264.81,180.83,40.58
342,54,Male,Australia,70729,Grokking Algorithms,Magnus Lie Hetland,11,77.98,31.88,857.78,350.68,507.1,59.12
343,41,Male,USA,61971,Competitive Programming Algorithms,Thomas H. Cormen,14,48.26,28.25,675.64,395.5,280.14,41.46
344,46,Female,UK,38658,Algorithms Illuminated,Steven Halim,18,47.9,26.48,862.2,476.64,385.56,44.72
345,63,Male,USA,41253,Data Structures and Algorithms Made Easy,Narasimha Karumanchi,19,60.5,34.11,1149.5,648.09,501.41,43.62
346,48,Male,India,84166,Introduction to Algorithms,Steven Skiena,15,119.88,60.88,1798.2,913.2,885.0,49.22
347,52,Male,UK,68563,Algorithms Unlocked,Robert Sedgewick,9,25.5,10.82,229.5,97.38,132.12,57.57
348,50,Male,Canada,46390,Data Structures and Algorithms Made Easy,Steven Halim,8,77.85,35.66,622.8,285.28,337.52,54.19
349,38,Female,USA,108664,Algorithms Unlocked,Steven Skiena,1,28.26,19.36,28.26,19.36,8.9,31.49
350,49,Male,Germany,71578,Machine Learning Algorithms Explained,Thomas H. Cormen,4,35.45,18.53,141.8,74.12,67.68,47.73
351,40,Male,Australia,99025,Algorithms in Python,Robert Sedgewick,14,63.96,34.54,895.44,483.56,411.88,46.0
352,50,Male,Germany,52658,Algorithms in Python,Robert Sedgewick,2,71.05,29.54,142.1,59.08,83.02,58.42
353,20,Male,Australia,26852,Data Structures and Algorithms Made Easy,Aditya Bhargava,16,45.88,18.87,734.08,301.92,432.16,58.87
354,35,Female,India,114986,Data Structures and Algorithms Made Easy,Steven Halim,3,51.65,31.77,154.95,95.31,59.64,38.49
355,42,Female,Germany,22551,Data Structures and Algorithms Made Easy,Tim Roughgarden,8,28.7,16.11,229.6,128.88,100.72,43.87
356,59,Male,USA,91947,Algorithms Unlocked,Thomas H. Cormen,6,50.32,27.81,301.92,166.86,135.06,44.73
357,48,Male,USA,81001,Machine Learning Algorithms Explained,Thomas H. Cormen,16,116.66,55.17,1866.56,882.72,983.84,52.71
358,20,Male,Germany,69159,The Algorithm Design Manual,Magnus Lie Hetland,16,114.47,71.36,1831.52,1141.76,689.76,37.66
359,57,Male,USA,71707,Data Structures and Algorithms Made Easy,Narasimha Karumanchi,7,53.49,24.1,374.43,168.7,205.73,54.94
360,63,Male,India,53243,Algorithms Illuminated,Steven Skiena,13,77.09,35.23,1002.17,457.99,544.18,54.3
361,41,Male,UK,41800,Introduction to Algorithms,Steven Halim,13,110.96,59.72,1442.48,776.36,666.12,46.18
362,49,Female,India,95939,Introduction to Algorithms,Chris Albon,5,20.62,10.02,103.1,50.1,53.0,51.41
363,64,Male,Australia,77828,Algorithms Unlocked,Narasimha Karumanchi,18,101.07,47.93,1819.26,862.74,956.52,52.58
364,39,Female,India,27239,Data Structures and Algorithms Made Easy,Aditya Bhargava,15,114.84,68.17,1722.6,1022.55,700.05,40.64
365,40,Female,Australia,26710,Competitive Programming Algorithms,Robert Sedgewick,18,29.13,17.34,524.34,312.12,212.22,40.47
366,19,Male,USA,41384,Grokking Algorithms,Tim Roughgarden,2,36.14,23.4,72.28,46.8,25.48,35.25
367,44,Female,UK,41038,The Algorithm Design Manual,Steven Halim,10,116.07,60.97,1160.7,609.7,551.0,47.47
368,59,Female,USA,60846,Algorithms Illuminated,Narasimha Karumanchi,13,73.75,31.12,958.75,404.56,554.19,57.8
369,19,Female,Canada,107983,Machine Learning Algorithms Explained,Narasimha Karumanchi,18,21.42,10.33,385.56,185.94,199.62,51.77
370,43,Female,USA,87821,Competitive Programming Algorithms,Tim Roughgarden,15,45.76,31.76,686.4,476.4,210.0,30.59
371,34,Female,Australia,57991,Algorithms in Python,Magnus Lie Hetland,12,64.99,37.62,779.88,451.44,328.44,42.11
372,57,Female,USA,99057,Competitive Programming Algorithms,Steven Skiena,15,89.29,54.73,1339.35,820.95,518.4,38.71
373,50,Male,USA,26971,Algorithms Unlocked,Steven Skiena,13,93.32,37.53,1213.16,487.89,725.27,59.78
374,26,Female,UK,49139,The Algorithm Design Manual,Narasimha Karumanchi,18,119.54,66.4,2151.72,1195.2,956.52,44.45
375,60,Female,USA,105445,Advanced Algorithms,Thomas H. Cormen,15,48.75,20.05,731.25,300.75,430.5,58.87
376,56,Female,UK,97067,Advanced Algorithms,Narasimha Karumanchi,11,73.82,42.13,812.02,463.43,348.59,42.93
377,46,Male,Germany,100257,Data Structures and Algorithms Made Easy,Narasimha Karumanchi,19,73.33,49.59,1393.27,942.21,451.06,32.37
378,59,Female,Canada,104742,Data Structures and Algorithms Made Easy,Tim Roughgarden,3,60.56,41.82,181.68,125.46,56.22,30.94
379,43,Male,UK,57711,Algorithms Unlocked,Robert Sedgewick,7,36.92,20.76,258.44,145.32,113.12,43.77
380,52,Female,Australia,26530,Machine Learning Algorithms Explained,Tim Roughgarden,14,117.75,63.29,1648.5,886.06,762.44,46.25
381,42,Male,Germany,31116,Data Structures and Algorithms Made Easy,Steven Halim,14,105.33,71.99,1474.62,1007.86,466.76,31.65
382,41,Male,UK,85794,Grokking Algorithms,Narasimha Karumanchi,13,69.83,42.04,907.79,546.52,361.27,39.8
383,30,Female,UK,20282,The Algorithm Design Manual,Steven Skiena,12,80.32,33.69,963.84,404.28,559.56,58.06
384,24,Female,Canada,99473,Algorithms Unlocked,Chris Albon,9,42.73,23.06,384.57,207.54,177.03,46.03
385,53,Male,Australia,21898,Introduction to Algorithms,Steven Skiena,1,74.38,35.11,74.38,35.11,39.27,52.8
386,62,Female,India,24135,Algorithms in Python,Thomas H. Cormen,19,89.5,48.41,1700.5,919.79,780.71,45.91
387,37,Male,India,26629,Algorithms Unlocked,Magnus Lie Hetland,11,71.52,38.38,786.72,422.18,364.54,46.34
388,18,Male,UK,105120,Algorithms Unlocked,Aditya Bhargava,19,119.03,68.4,2261.57,1299.6,961.97,42.54
389,25,Male,USA,109087,Advanced Algorithms,Steven Halim,18,81.13,41.14,1460.34,740.52,719.82,49.29
390,63,Male,Australia,85031,Algorithms Illuminated,Steven Halim,12,57.1,25.65,685.2,307.8,377.4,55.08
391,33,Male,Germany,53380,Machine Learning Algorithms Explained,Magnus Lie Hetland,1,97.22,53.58,97.22,53.58,43.64,44.89
392,31,Female,USA,37071,Algorithms Illuminated,Chris Albon,19,37.05,24.05,703.95,456.95,247.0,35.09
393,29,Male,USA,40074,Grokking Algorithms,Aditya Bhargava,17,58.45,35.02,993.65,595.34,398.31,40.09
394,40,Male,Australia,110724,Introduction to Algorithms,Robert Sedgewick,5,54.7,27.43,273.5,137.15,136.35,49.85
395,32,Female,UK,87843,Advanced Algorithms,Narasimha Karumanchi,3,63.18,43.0,189.54,129.0,60.54,31.94
396,45,Male,UK,59901,Introduction to Algorithms,Aditya Bhargava,2,98.18,66.14,196.36,132.28,64.08,32.63
397,51,Female,UK,31205,Grokking Algorithms,Chris Albon,3,68.42,31.67,205.26,95.01,110.25,53.71
398,19,Female,UK,75661,Algorithms Illuminated,Thomas H. Cormen,8,99.4,40.94,795.2,327.52,467.68,58.81
399,49,Female,India,25906,Algorithms Unlocked,Thomas H. Cormen,16,77.65,48.33,1242.4,773.28,469.12,37.76
400,40,Male,UK,22591,Data Structures and Algorithms Made Easy,Aditya Bhargava,6,54.21,35.14,325.26,210.84,114.42,35.18
401,39,Male,India,82987,Data Structures and Algorithms Made Easy,Aditya Bhargava,13,101.0,69.73,1313.0,906.49,406.51,30.96
402,42,Male,India,83370,Competitive Programming Algorithms,Thomas H. Cormen,16,43.83,29.23,701.28,467.68,233.6,33.31
403,39,Female,UK,100685,Algorithms in Python,Narasimha Karumanchi,16,42.44,24.62,679.04,393.92,285.12,41.99
404,39,Male,Canada,74400,Machine Learning Algorithms Explained,Aditya Bhargava,3,70.45,39.38,211.35,118.14,93.21,44.1
405,59,Female,Germany,45150,Grokking Algorithms,Thomas H. Cormen,13,46.08,18.82,599.04,244.66,354.38,59.16
406,23,Male,USA,51852,Algorithms in Python,Thomas H. Cormen,14,20.91,9.91,292.74,138.74,154.0,52.61
407,32,Female,India,62870,Machine Learning Algorithms Explained,Thomas H. Cormen,8,84.83,45.63,678.64,365.04,313.6,46.21
408,60,Male,Australia,72756,Algorithms in Python,Tim Roughgarden,12,71.11,41.85,853.32,502.2,351.12,41.15
409,54,Male,Australia,76481,Algorithms Illuminated,Chris Albon,8,64.55,36.61,516.4,292.88,223.52,43.28
410,50,Male,Germany,21283,Machine Learning Algorithms Explained,Tim Roughgarden,9,116.7,72.68,1050.3,654.12,396.18,37.72
411,25,Female,Australia,53691,Algorithms Illuminated,Thomas H. Cormen,1,77.12,37.32,77.12,37.32,39.8,51.61
412,61,Female,Canada,21125,Algorithms Unlocked,Robert Sedgewick,6,106.34,60.56,638.04,363.36,274.68,43.05
413,61,Male,Australia,87065,Advanced Algorithms,Tim Roughgarden,19,33.95,14.48,645.05,275.12,369.93,57.35
414,22,Male,USA,46170,Algorithms Illuminated,Tim Roughgarden,11,76.92,40.31,846.12,443.41,402.71,47.59
415,56,Female,USA,28438,Data Structures and Algorithms Made Easy,Chris Albon,11,106.8,66.76,1174.8,734.36,440.44,37.49
416,21,Female,India,40095,Algorithms in Python,Robert Sedgewick,13,78.31,47.61,1018.03,618.93,399.1,39.2
417,23,Female,UK,36154,Competitive Programming Algorithms,Magnus Lie Hetland,11,91.8,64.0,1009.8,704.0,305.8,30.28
418,62,Male,Canada,28004,The Algorithm Design Manual,Thomas H. Cormen,18,57.2,27.65,1029.6,497.7,531.9,51.66
419,49,Female,India,29752,Machine Learning Algorithms Explained,Steven Halim,15,29.24,16.07,438.6,241.05,197.55,45.04
420,47,Male,Canada,75426,Grokking Algorithms,Robert Sedgewick,1,65.79,32.82,65.79,32.82,32.97,50.11
421,64,Female,UK,46819,Competitive Programming Algorithms,Thomas H. Cormen,7,59.45,31.64,416.15,221.48,194.67,46.78
422,52,Male,Australia,112051,Data Structures and Algorithms Made Easy,Narasimha Karumanchi,13,106.71,70.12,1387.23,911.56,475.67,34.29
423,57,Female,Australia,44217,Algorithms Illuminated,Thomas H. Cormen,12,44.4,26.87,532.8,322.44,210.36,39.48
424,33,Female,UK,108708,Advanced Algorithms,Thomas H. Cormen,18,116.67,77.55,2100.06,1395.9,704.16,33.53
425,30,Female,India,52994,Algorithms Unlocked,Robert Sedgewick,19,115.81,53.39,2200.39,1014.41,1185.98,53.9
426,59,Female,UK,35036,The Algorithm Design Manual,Thomas H. Cormen,15,44.76,29.63,671.4,444.45,226.95,33.8
427,47,Female,Germany,97275,Introduction to Algorithms,Thomas H. Cormen,8,54.81,22.91,438.48,183.28,255.2,58.2
428,36,Male,USA,117756,Competitive Programming Algorithms,Magnus Lie Hetland,19,109.56,73.03,2081.64,1387.57,694.07,33.34
429,34,Female,India,69416,Advanced Algorithms,Magnus Lie Hetland,10,116.66,58.18,1166.6,581.8,584.8,50.13
430,36,Female,Canada,29587,Introduction to Algorithms,Robert Sedgewick,7,64.34,31.81,450.38,222.67,227.71,50.56
431,45,Female,Germany,115665,The Algorithm Design Manual,Thomas H. Cormen,18,52.1,28.84,937.8,519.12,418.68,44.64
432,43,Male,India,20645,Grokking Algorithms,Tim Roughgarden,16,72.61,49.54,1161.76,792.64,369.12,31.77
433,54,Female,UK,50930,Grokking Algorithms,Steven Skiena,6,88.78,36.78,532.68,220.68,312.0,58.57
434,43,Male,UK,101835,Algorithms in Python,Aditya Bhargava,9,47.35,23.94,426.15,215.46,210.69,49.44
435,40,Female,UK,50090,The Algorithm Design Manual,Steven Halim,13,93.65,61.53,1217.45,799.89,417.56,34.3
436,26,Female,UK,107489,The Algorithm Design Manual,Aditya Bhargava,8,25.17,13.06,201.36,104.48,96.88,48.11
437,29,Male,Canada,72142,Introduction to Algorithms,Chris Albon,16,24.93,11.46,398.88,183.36,215.52,54.03
438,18,Female,Germany,46475,Advanced Algorithms,Magnus Lie Hetland,13,58.63,30.92,762.19,401.96,360.23,47.26
439,18,Male,Australia,38888,Machine Learning Algorithms Explained,Robert Sedgewick,13,55.35,28.54,719.55,371.02,348.53,48.44
440,64,Male,USA,63732,Introduction to Algorithms,Aditya Bhargava,17,51.56,34.78,876.52,591.26,285.26,32.54
441,51,Female,Canada,101623,Algorithms Unlocked,Thomas H. Cormen,5,69.1,43.43,345.5,217.15,128.35,37.15
442,49,Male,Canada,66305,Grokking Algorithms,Steven Halim,17,52.07,28.72,885.19,488.24,396.95,44.84
443,42,Female,Australia,66037,Grokking Algorithms,Aditya Bhargava,9,39.23,27.32,353.07,245.88,107.19,30.36
444,57,Female,Australia,29346,Algorithms in Python,Steven Halim,2,50.95,27.49,101.9,54.98,46.92,46.05
445,62,Male,USA,20587,Algorithms Unlocked,Narasimha Karumanchi,18,117.49,49.05,2114.82,882.9,1231.92,58.25
446,18,Male,USA,32763,Grokking Algorithms,Thomas H. Cormen,9,61.11,29.25,549.99,263.25,286.74,52.14
447,33,Male,Australia,79165,Introduction to Algorithms,Steven Skiena,6,64.47,34.22,386.82,205.32,181.5,46.92
448,56,Male,UK,89615,Algorithms Unlocked,Thomas H. Cormen,11,77.65,34.72,854.15,381.92,472.23,55.29
449,22,Female,Canada,56116,Introduction to Algorithms,Steven Halim,6,118.33,80.97,709.98,485.82,224.16,31.57
450,39,Female,India,105751,Machine Learning Algorithms Explained,Thomas H. Cormen,6,44.16,27.82,264.96,166.92,98.04,37.0
